end,socket,rtt,seconds,bits_per_second,bytes,start,retransmits,snd_cwnd
1.00007,15,46147,1.00007,4927950000.0,616038400,0,0,114310700
2.00007,15,46122,0.999996,9888110000.0,1236008960,1.00007,0,114543348
3.00008,15,46079,1.00001,9489480000.0,1186201600,2.00007,20,58144104
4.00008,15,45992,1,7969170000.0,996147200,3.00008,85,23193216
5.00008,15,45996,0.999996,4047520000.0,505937920,4.00008,0,23273748
6.00008,15,45993,1,4057980000.0,507248640,5.00008,0,23524292
7.00002,15,45982,0.999936,4152630000.0,519045120,6.00008,0,24168548
8.00007,15,46005,1.00006,4288440000.0,536084480,7.00002,0,25233360
9.00008,15,46021,1,4498370000.0,562298880,8.00007,0,26700832
10.0001,15,46006,0.999976,4802590000.0,600309760,9.00008,0,28579912
11.0001,15,46017,1.00002,5148400000.0,643563520,10.0001,0,30897444
12.0001,15,46085,0.999995,5588940000.0,698613760,11.0001,0,33635532
13.0001,15,45962,1.00003,6113050000.0,764149760,12.0001,0,36821020
14.0001,15,46024,0.999988,6689990000.0,836239360,13.0001,0,40471804
15.0001,15,45968,0.999993,7371540000.0,921436160,14.0001,0,44659468
16.0001,15,45971,1.00002,8178740000.0,1022361600,15.0001,0,49562972
17.0001,15,46197,0.999973,9080910000.0,1135083520,16.0001,0,55110732
18.0001,15,47228,1,9468630000.0,1183580160,17.0001,11,46466964
19.0001,15,46287,1.00003,6763130000.0,845414400,18.0001,98,37098408
20.0001,15,46029,0.999998,6438270000.0,804782080,19.0001,0,37232628
21.0001,15,45925,1.00004,6532370000.0,816578560,20.0001,0,37742664
22.0001,15,45981,0.999946,6616870000.0,827064320,21.0001,0,38637464
23.0001,15,45948,1.00002,6826100000.0,853278720,22.0001,0,39952820
24.0001,15,45999,0.999964,7120090000.0,889978880,23.0001,0,41715576
25.0002,15,45970,1.00011,7412600000.0,926679040,24.0001,0,43925732
26.0001,15,45949,0.999909,7865030000.0,983040000,25.0002,0,46610132
27.0001,15,45928,0.999989,8399190000.0,1049886720,26.0001,0,49813516
28.0001,15,45996,0.999992,8965400000.0,1120665600,27.0001,0,53517988
29.0001,15,46164,1.00005,9646460000.0,1205862400,28.0001,0,57374576
30.0001,15,46126,0.999974,8787300000.0,1098383360,29.0001,1239,29340492
31.0001,15,46179,0.999982,5379290000.0,672399360,30.0001,0,29421024
32.0001,15,45989,1.00007,5106230000.0,638320640,31.0001,0,29582088
33.0001,15,45968,0.999944,5190740000.0,648806400,32.0001,0,30127916
34.0001,15,46043,1,5316270000.0,664535040,33.0001,0,31076404
35.0001,15,46012,0.999993,5494580000.0,686817280,34.0001,0,32418604
36.0001,15,45974,1.00001,5788100000.0,723517440,35.0001,0,34190308
37.0001,15,46105,0.999987,6123760000.0,765460480,36.0001,0,36400464
38.0001,15,46117,1.00001,6532540000.0,816578560,37.0001,0,39058020
39.0001,15,45974,0.999992,7056970000.0,882114560,38.0001,0,42225612
40.0001,15,45971,0.999998,7644130000.0,955514880,39.0001,0,45939032
41.0001,15,45999,0.999995,8357190000.0,1044643840,40.0001,0,50225124
42.0001,15,45937,1.00001,9143490000.0,1142947840,41.0001,0,55065992
43.0001,15,49067,0.999988,9772850000.0,1221591040,42.0001,0,60336364
44.0001,15,46222,1.00001,8650700000.0,1081344000,43.0001,42,39818600
45.0001,15,46193,1.00001,6941500000.0,867696640,44.0001,0,39890184
46.0001,15,46155,0.999994,6941620000.0,867696640,45.0001,0,40158624
47.0001,15,45962,0.999997,7025480000.0,878182400,46.0001,0,40820776
48.0001,15,45952,1,7203700000.0,900464640,47.0001,0,41903484
49.0001,15,45946,1.00001,7413370000.0,926679040,48.0001,0,43406748
50.0001,15,45940,0.999988,7696640000.0,962068480,49.0001,0,45348464
51.0001,15,45942,1.00001,8115930000.0,1014497280,50.0001,0,47773372
52.0001,15,45964,0.999998,8556400000.0,1069547520,51.0001,0,50690420
53.0001,15,45999,0.999989,9101740000.0,1137704960,52.0001,0,54090660
54.0001,15,46958,1.00001,9688790000.0,1211105280,53.0001,0,57974092
55.0002,15,49463,1.00011,9866040000.0,1233387520,54.0001,0,61562240
56,15,46203,0.999862,9218260000.0,1152122880,55.0002,115,40194416
57.0001,15,45937,1.00004,7014730000.0,876871680,56,0,40274948
58.0001,15,46128,1.00007,7014480000.0,876871680,57.0001,0,40453908
59.0001,15,45956,0.999932,7067880000.0,883425280,58.0001,0,41026580
60.0001,15,45937,1.00003,7234980000.0,904396800,59.0001,0,42010860
