end,socket,rtt,seconds,bits_per_second,bytes,start,retransmits,snd_cwnd
1.00008,15,91229,1.00008,2568810000.0,321126400,0,1641,34047140
2.00006,15,56307,0.999987,2411760000.0,301465600,1.00008,298,17162264
3.00007,15,56859,1.00001,2432670000.0,304087040,2.00006,0,17385964
4.00008,15,59682,1,2432690000.0,304087040,3.00007,0,18128648
5.00008,15,64183,1,2411720000.0,301465600,4.00008,0,19417160
6.00001,15,71106,0.999936,2401390000.0,300154880,5.00008,0,21144124
7.00008,15,78977,1.00006,2348660000.0,293601280,6.00001,0,23211112
8.00007,15,87789,0.999996,2327850000.0,290979840,7.00008,0,25528644
9.00007,15,97970,0.999992,2285910000.0,285736960,8.00007,0,28051980
10.0001,15,108800,1.00001,2243930000.0,280494080,9.00007,0,30745328
11.0001,15,120213,1.00001,2222950000.0,277872640,10.0001,0,33563948
12.0001,15,53663,0.999983,2464200000.0,308019200,11.0001,10,16929616
13.0001,15,54851,1.00002,2516530000.0,314572800,12.0001,0,17180160
14.0001,15,57213,0.99998,2495660000.0,311951360,13.0001,0,17958636
15.0001,15,62786,1.00002,2474590000.0,309329920,14.0001,0,19300836
16.0002,15,68953,1.00014,2453330000.0,306708480,15.0001,0,21090436
17.0001,15,76644,0.999846,2391120000.0,298844160,16.0002,0,23211112
18.0001,15,86088,1,2380260000.0,297533440,17.0001,0,25609176
19.0001,15,96290,0.999986,2338360000.0,292290560,18.0001,0,28177252
20.0001,15,107672,1.00002,2285860000.0,285736960,19.0001,0,30924288
21.0001,15,119281,0.999998,2254440000.0,281804800,20.0001,0,33751856
22.0001,15,53822,1.00001,2548030000.0,318504960,21.0001,24,17162264
23.0001,15,54380,0.999993,2537570000.0,317194240,22.0001,0,17368068
24.0001,15,56737,1,2527070000.0,315883520,23.0001,0,18030220
25.0001,15,61179,1,2516580000.0,314572800,24.0001,0,19175564
26.0001,15,67237,0.999994,2464170000.0,308019200,25.0001,0,20741464
27.0001,15,75101,1,2422200000.0,302776320,26.0001,0,22647388
28.0001,15,83906,1,2369770000.0,296222720,27.0001,0,24794908
29.0001,15,93844,0.999997,2317360000.0,289669120,28.0001,0,27130336
30.0001,15,104751,0.999998,2264930000.0,283115520,29.0001,0,29591036
31.0002,15,116193,1.00012,2222720000.0,277872640,30.0001,0,32159112
32.0001,15,53454,0.999879,2349090000.0,293601280,31.0002,5,16616436
33.0001,15,53888,1,2485120000.0,310640640,32.0001,0,16786448
34.0001,15,55849,1,2485120000.0,310640640,33.0001,0,17332276
35.0001,15,24596,0.999987,5872100000.0,734003200,34.0001,0,19139772
36.0001,15,24621,1.00001,6637450000.0,829685760,35.0001,0,21967340
37.0001,15,24658,1,7707020000.0,963379200,36.0001,0,25797084
38.0001,15,26351,1,8849960000.0,1106247680,37.0001,0,30539524
39.0001,15,30515,0.999988,9154180000.0,1144258560,38.0001,0,35648832
40.0001,15,34881,1.00001,9174980000.0,1146880000,39.0001,0,40928152
41.0001,15,40066,1,9290370000.0,1161297920,40.0001,0,46368536
42.0001,15,44918,1,9279890000.0,1159987200,41.0001,0,51934192
43.0001,15,49091,1,9384720000.0,1173094400,42.0001,0,57669860
44.0001,15,54077,0.999984,9395390000.0,1174405120,43.0001,0,63486060
45.0001,15,58774,1.00001,9353200000.0,1169162240,44.0001,0,69373844
46.0001,15,63908,1,9279880000.0,1159987200,45.0001,0,75297420
47.0001,15,70129,0.999991,9374350000.0,1171783680,46.0001,0,81328372
48.0001,15,74284,1.00001,9405670000.0,1175715840,47.0001,0,87493544
49.0001,15,75605,0.999999,9426710000.0,1178337280,48.0001,0,88280968
50.0001,15,75993,0.999996,9342850000.0,1167851520,49.0001,0,88280968
51.0002,15,74534,1.00011,9457130000.0,1182269440,50.0001,0,88280968
52.0001,15,71738,0.999897,9543020000.0,1192755200,51.0002,0,88280968
53.0001,15,77502,0.999998,9447690000.0,1180958720,52.0001,0,88898380
54.0001,15,77173,1.00001,9363730000.0,1170472960,53.0001,0,88898380
55.0001,15,75688,0.999996,9353340000.0,1169162240,54.0001,0,88898380
56.0001,15,73986,1,9384750000.0,1173094400,55.0001,0,88898380
57.0001,15,74659,1.00001,9447600000.0,1180958720,56.0001,0,88898380
58.0001,15,76299,0.999983,9353460000.0,1169162240,57.0001,0,88898380
59.0001,15,74975,1.00001,9216900000.0,1152122880,58.0001,0,88898380
60.0001,15,73890,1.00004,9499740000.0,1187512320,59.0001,0,88898380
