rtt,randRate,controlRate,throughput,retransmits,cwnd,mss
26.304,3,0.1,0.0,929,533,8948
26.511,3,0.1,0.0,929,534,8948
26.319,3,0.1,0.0,929,536,8948
26.183,3,0.1,0.0,929,538,8948
26.344,3,0.1,0.0,929,539,8948
26.272,3,0.1,0.0,929,542,8948
26.186,3,0.1,0.0,929,544,8948
26.608,3,0.1,0.0,929,545,8948
26.854,3,0.1,0.0,929,548,8948
26.168,3,0.1,0.0,929,550,8948
26.41,3,0.1,0.0,929,551,8948
26.671,3,0.1,0.0,929,554,8948
26.236,3,0.1,0.0,929,556,8948
26.364,3,0.1,0.0,929,557,8948
26.481,3,0.1,0.0,929,560,8948
26.201,3,0.1,0.0,929,562,8948
26.208,3,0.1,0.0,929,563,8948
26.641,3,0.1,0.0,929,565,8948
26.219,3,0.1,0.0,929,568,8948
26.354,3,0.1,0.0,929,568,8948
26.49,3,0.1,0.0,929,572,8948
26.209,3,0.1,0.0,929,575,8948
27.293,3,0.1,0.0,929,576,8948
26.442,3,0.1,0.0,929,580,8948
26.193,3,0.1,0.0,929,583,8948
26.283,3,0.1,0.0,929,584,8948
26.237,3,0.1,0.0,929,588,8948
26.205,3,0.1,0.0,929,591,8948
26.275,3,0.1,0.0,929,593,8948
26.57,3,0.1,0.0,929,595,8948
26.304,3,0.1,0.0,929,599,8948
26.225,3,0.1,0.0,929,601,8948
26.325,3,0.1,0.0,929,603,8948
26.552,3,0.1,0.0,929,607,8948
26.166,3,0.1,0.0,929,610,8948
26.419,3,0.1,0.0,929,611,8948
26.29,3,0.1,0.0,929,615,8948
26.203,3,0.1,0.0,929,618,8948
26.31,3,0.1,0.0,929,619,8948
26.455,3,0.1,0.0,929,622,8948
26.236,3,0.1,0.0,929,627,8948
26.271,3,0.1,0.0,929,628,8948
26.344,3,0.1,0.0,929,632,8948
26.24,3,0.1,0.0,929,636,8948
26.158,3,0.1,0.0,929,638,8948
26.429,3,0.1,0.0,929,641,8948
26.229,3,0.1,0.0,929,646,8948
26.227,3,0.1,0.0,929,649,8948
26.438,3,0.1,0.0,929,651,8948
26.482,3,0.1,0.0,929,656,8948
26.209,3,0.1,0.0,929,659,8948
26.409,3,0.1,0.0,929,661,8948
26.405,3,0.1,0.0,929,665,8948
26.22,6,0.1,0.0,929,668,8948
26.466,6,0.1,0.0,929,670,8948
26.605,6,0.1,0.0,929,675,8948
26.243,6,0.1,0.0,929,681,8948
26.374,6,0.1,0.0,929,681,8948
26.25,6,0.1,0.0,929,687,8948
26.232,6,0.1,0.0,929,692,8948
26.203,6,0.1,0.0,929,694,8948
26.406,6,0.1,0.0,929,698,8948
26.351,6,0.1,0.0,929,704,8948
26.22,6,0.1,0.0,929,706,8948
26.366,6,0.1,0.0,929,710,8948
26.238,6,0.1,0.0,929,715,8948
26.273,6,0.1,0.0,929,718,8948
26.664,6,0.1,0.0,929,720,8948
27.21,6,0.1,0.0,929,724,8948
27.607,6,0.1,0.0,929,727,8948
26.274,6,0.1,0.0,929,730,8948
26.351,6,0.1,0.0,929,735,8948
26.281,6,0.1,0.0,929,739,8948
26.234,6,0.1,0.0,929,741,8948
26.368,6,0.1,0.0,929,747,8948
26.254,6,0.1,0.0,929,751,8948
26.457,6,0.1,0.0,929,754,8948
26.268,6,0.1,0.0,929,760,8948
26.176,6,0.1,0.0,929,765,8948
26.277,6,0.1,0.0,929,768,8948
26.21,6,0.1,0.0,929,773,8948
26.304,6,0.1,0.0,929,778,8948
26.404,6,0.1,0.0,929,781,8948
26.255,6,0.1,0.0,929,787,8948
26.265,6,0.1,0.0,929,791,8948
26.249,6,0.1,0.0,929,794,8948
26.632,6,0.1,0.0,929,800,8948
26.204,6,0.1,0.0,929,805,8948
26.298,6,0.1,0.0,929,808,8948
26.821,6,0.1,0.0,929,814,8948
26.238,6,0.1,0.0,929,820,8948
26.306,6,0.1,0.0,929,822,8948
26.594,6,0.1,0.0,929,829,8948
26.31,6,0.1,0.0,929,836,8948
26.176,6,0.1,0.0,929,837,8948
26.321,6,0.1,0.0,929,844,8948
26.278,6,0.1,0.0,929,852,8948
26.192,6,0.1,0.0,929,853,8948
26.438,6,0.1,0.0,929,859,8948
26.205,6,0.1,0.0,929,867,8948
26.211,6,0.1,0.0,929,870,8948
26.252,6,0.1,0.0,929,874,8948
26.187,6,0.1,0.0,929,882,8948
26.188,6,0.1,0.0,929,886,8948
26.313,6,0.1,0.0,929,890,8948
26.226,6,0.1,0.0,929,897,8948
26.296,6,0.1,0.0,929,902,8948
26.265,6,0.1,0.0,929,905,8948
26.346,6,0.1,0.0,929,912,8948
26.218,6,0.1,0.0,929,918,8948
26.263,6,0.1,0.0,929,921,8948
26.287,6,0.1,0.0,929,929,8948
26.422,6,0.1,0.0,929,935,8948
26.28,6,0.1,0.0,929,939,8948
26.303,6,0.1,0.0,929,945,8948
26.309,6,0.1,0.0,929,953,8948
26.308,6,0.1,0.0,929,956,8948
26.376,6,0.1,0.0,929,962,8948
26.235,6,0.1,0.0,929,970,8948
26.265,6,0.1,0.0,929,973,8948
26.342,6,0.1,0.0,929,979,8948
26.191,6,0.1,0.0,929,988,8948
26.352,6,0.1,0.0,929,990,8948
26.507,6,0.1,0.0,929,997,8948
26.354,6,0.1,0.0,929,1005,8948
26.165,6,0.1,0.0,929,1009,8948
26.449,6,0.1,0.0,929,1015,8948
26.375,6,0.1,0.0,929,1024,8948
26.24,6,0.1,0.0,929,1029,8948
26.306,6,0.1,0.0,929,1034,8948
26.287,6,0.1,0.0,929,1043,8948
26.301,6,0.1,0.0,929,1048,8948
27.016,6,0.1,0.0,929,1051,8948
26.621,6,0.1,0.0,929,1058,8948
26.215,6,0.1,0.0,942,719,8948
25.974,6,0.1,0.0,942,530,8948
26.189,6,0.1,0.0,942,531,8948
26.202,6,0.1,0.0,942,532,8948
26.412,6,0.1,0.0,942,532,8948
26.184,6,0.1,0.0,942,533,8948
26.214,6,0.1,0.0,942,534,8948
26.276,6,0.1,0.0,942,534,8948
26.166,6,0.1,0.0,942,535,8948
26.201,6,0.1,0.0,942,536,8948
26.685,6,0.1,0.0,942,536,8948
26.332,6,0.1,0.0,942,537,8948
26.337,6,0.1,0.0,942,538,8948
26.316,6,0.1,0.0,942,538,8948
26.319,6,0.1,0.0,942,539,8948
26.286,6,0.1,0.0,942,540,8948
26.249,6,0.1,0.0,942,541,8948
26.255,6,0.1,0.0,942,541,8948
26.223,6,0.1,0.0,942,542,8948
26.18,5,0.1,0.0,942,543,8948
26.282,5,0.1,0.0,942,543,8948
26.184,5,0.1,0.0,942,544,8948
26.247,5,0.1,0.0,942,545,8948
26.417,5,0.1,0.0,942,545,8948
26.341,5,0.1,0.0,942,546,8948
26.174,5,0.1,0.0,942,547,8948
26.178,5,0.1,0.0,942,547,8948
26.197,5,0.1,0.0,942,548,8948
26.194,5,0.1,0.0,942,549,8948
26.242,5,0.1,0.0,942,549,8948
26.669,5,0.1,0.0,942,550,8948
26.446,5,0.1,0.0,942,551,8948
26.318,5,0.1,0.0,942,552,8948
26.427,5,0.1,0.0,942,552,8948
26.401,5,0.1,0.0,942,553,8948
26.198,5,0.1,0.0,942,554,8948
26.23,5,0.1,0.0,942,554,8948
26.393,5,0.1,0.0,942,555,8948
26.255,5,0.1,0.0,942,556,8948
26.185,5,0.1,0.0,942,556,8948
26.224,5,0.1,0.0,942,557,8948
26.274,5,0.1,0.0,942,558,8948
26.225,5,0.1,0.0,942,558,8948
26.159,5,0.1,0.0,942,559,8948
26.335,5,0.1,0.0,942,560,8948
26.19,5,0.1,0.0,942,560,8948
26.376,5,0.1,0.0,942,561,8948
26.623,5,0.1,0.0,942,562,8948
26.183,5,0.1,0.0,942,562,8948
26.233,5,0.1,0.0,942,563,8948
26.379,5,0.1,0.0,942,564,8948
26.17,5,0.1,0.0,942,564,8948
26.335,5,0.1,0.0,942,565,8948
26.346,5,0.1,0.0,942,566,8948
26.233,5,0.1,0.0,942,566,8948
26.317,5,0.1,0.0,942,567,8948
26.495,5,0.1,0.0,942,568,8948
26.238,5,0.1,0.0,942,569,8948
26.275,5,0.1,0.0,942,569,8948
26.321,5,0.1,0.0,942,570,8948
26.208,5,0.1,0.0,942,570,8948
26.189,5,0.1,0.0,942,571,8948
26.223,5,0.1,0.0,942,572,8948
26.176,5,0.1,0.0,942,572,8948
26.172,5,0.1,0.0,942,573,8948
26.33,5,0.1,0.0,942,574,8948
26.565,5,0.1,0.0,942,574,8948
26.21,5,0.1,0.0,942,575,8948
26.319,5,0.1,0.0,942,576,8948
26.406,5,0.1,0.0,942,576,8948
26.188,5,0.1,0.0,942,577,8948
26.25,5,0.1,0.0,942,578,8948
26.421,5,0.1,0.0,942,578,8948
26.238,5,0.1,0.0,942,579,8948
26.242,5,0.1,0.0,942,580,8948
26.282,5,0.1,0.0,942,580,8948
26.213,5,0.1,0.0,942,581,8948
26.338,5,0.1,0.0,942,582,8948
26.27,5,0.1,0.0,942,582,8948
26.225,5,0.1,0.0,942,583,8948
26.332,5,0.1,0.0,942,584,8948
26.396,5,0.1,0.0,942,584,8948
26.236,5,0.1,0.0,942,585,8948
26.16,5,0.1,0.0,942,586,8948
26.281,5,0.1,0.0,942,586,8948
26.241,5,0.1,0.0,942,587,8948
26.274,5,0.1,0.0,942,588,8948
26.219,5,0.1,0.0,942,588,8948
26.466,5,0.1,0.0,942,589,8948
26.205,5,0.1,0.0,942,590,8948
26.195,5,0.1,0.0,942,591,8948
26.295,5,0.1,0.0,942,592,8948
26.31,5,0.1,0.0,942,594,8948
26.273,5,0.1,0.0,942,595,8948
26.374,5,0.1,0.0,942,596,8948
26.276,5,0.1,0.0,942,597,8948
26.234,5,0.1,0.0,942,598,8948
26.63,5,0.1,0.0,942,600,8948
26.227,5,0.1,0.0,942,601,8948
26.201,5,0.1,0.0,942,603,8948
26.316,5,0.1,0.0,942,603,8948
26.195,5,0.1,0.0,942,605,8948
26.204,5,0.1,0.0,942,607,8948
26.54,5,0.1,0.0,942,607,8948
26.205,5,0.1,0.0,942,609,8948
26.177,5,0.1,0.0,942,611,8948
26.552,5,0.1,0.0,942,611,8948
26.94,5,0.1,0.0,942,613,8948
26.187,5,0.1,0.0,942,615,8948
26.288,5,0.1,0.0,942,615,8948
26.355,5,0.1,0.0,942,617,8948
26.177,5,0.1,0.0,942,618,8948
26.241,5,0.1,0.0,942,620,8948
26.274,5,0.1,0.0,942,622,8948
26.178,5,0.1,0.0,942,624,8948
26.247,5,0.1,0.0,942,626,8948
26.282,5,0.1,0.0,942,628,8948
26.154,5,0.1,0.0,942,630,8948
26.189,5,0.1,0.0,942,632,8948
26.222,5,0.1,0.0,942,634,8948
26.226,5,0.1,0.0,942,636,8948
26.261,5,0.1,0.0,942,639,8948
26.205,5,0.1,0.0,942,640,8948
26.201,5,0.1,0.0,942,642,8948
26.23,5,0.1,0.0,942,645,8948
26.209,5,0.1,0.0,942,646,8948
26.738,5,0.1,0.0,942,648,8948
26.187,5,0.1,0.0,942,651,8948
26.166,5,0.1,0.0,942,653,8948
26.257,5,0.1,0.0,942,655,8948
26.365,5,0.1,0.0,942,657,8948
26.279,5,0.1,0.0,942,659,8948
26.263,5,0.1,0.0,942,663,8948
26.248,5,0.1,0.0,942,665,8948
26.208,5,0.1,0.0,942,667,8948
26.211,5,0.1,0.0,942,671,8948
26.195,5,0.1,0.0,942,673,8948
26.215,5,0.1,0.0,942,676,8948
26.213,5,0.1,0.0,942,678,8948
26.316,5,0.1,0.0,942,681,8948
26.268,5,0.1,0.0,942,683,8948
26.19,5,0.1,0.0,942,686,8948
26.194,5,0.1,0.0,942,688,8948
26.163,5,0.1,0.0,942,692,8948
26.52,5,0.1,0.0,942,694,8948
26.885,5,0.1,0.0,942,696,8948
26.426,5,0.1,0.0,942,700,8948
26.194,5,0.1,0.0,942,701,8948
26.306,5,0.1,0.0,942,704,8948
26.244,5,0.1,0.0,942,708,8948
26.423,5,0.1,0.0,942,710,8948
26.258,5,0.1,0.0,942,713,8948
26.243,5,0.1,0.0,942,718,8948
26.346,5,0.1,0.0,942,720,8948
26.248,5,0.1,0.0,942,723,8948
26.218,5,0.1,0.0,942,728,8948
26.348,5,0.1,0.0,942,729,8948
26.19,5,0.1,0.0,942,733,8948
26.185,5,0.1,0.0,942,737,8948
26.41,5,0.1,0.0,942,739,8948
26.264,5,0.1,0.0,942,743,8948
26.243,5,0.1,0.0,942,747,8948
26.33,5,0.1,0.0,942,749,8948
26.297,5,0.1,0.0,942,753,8948
26.239,5,0.1,0.0,942,757,8948
26.247,5,0.1,0.0,942,760,8948
26.305,5,0.1,0.0,942,765,8948
26.217,5,0.1,0.0,942,768,8948
26.252,5,0.1,0.0,942,772,8948
26.244,5,0.1,0.0,942,776,8948
26.364,5,0.1,0.0,942,779,8948
26.207,5,0.1,0.0,942,785,8948
26.197,5,0.1,0.0,942,788,8948
26.359,5,0.1,0.0,942,792,8948
26.366,5,0.1,0.0,942,797,8948
26.348,5,0.1,0.0,942,799,8948
26.337,5,0.1,0.0,942,804,8948
26.319,5,0.1,0.0,942,808,8948
26.499,5,0.1,0.0,942,811,8948
26.26,5,0.1,0.0,942,816,8948
26.237,5,0.1,0.0,942,820,8948
26.255,5,0.1,0.0,942,823,8948
26.269,5,0.1,0.0,942,827,8948
26.202,5,0.1,0.0,942,831,8948
26.201,5,0.1,0.0,942,836,8948
26.227,5,0.1,0.0,942,840,8948
26.189,5,0.1,0.0,942,845,8948
26.192,5,0.1,0.0,942,849,8948
26.216,5,0.1,0.0,942,854,8948
26.218,5,0.1,0.0,942,858,8948
26.183,5,0.1,0.0,942,862,8948
26.21,5,0.1,0.0,942,867,8948
26.318,5,0.1,0.0,942,871,8948
26.188,5,0.1,0.0,942,876,8948
26.232,5,0.1,0.0,942,880,8948
26.837,5,0.1,0.0,942,885,8948
26.195,5,0.1,0.0,942,891,8948
26.179,5,0.1,0.0,942,894,8948
26.206,5,0.1,0.0,942,899,8948
26.155,5,0.1,0.0,942,904,8948
26.193,5,0.1,0.0,942,908,8948
26.15,5,0.1,0.0,957,876,8948
26.26,5,0.1,0.0,957,761,8948
26.221,5,0.1,0.0,957,727,8948
26.224,5,0.1,0.0,957,727,8948
26.163,5,0.1,0.0,957,727,8948
26.419,5,0.1,0.0,957,727,8948
26.205,5,0.1,0.0,957,728,8948
26.251,5,0.1,0.0,957,728,8948
26.193,5,0.1,0.0,957,728,8948
26.251,5,0.1,0.0,957,728,8948
26.189,5,0.1,0.0,957,729,8948
26.213,5,0.1,0.0,957,729,8948
26.227,5,0.1,0.0,957,729,8948
26.186,5,0.1,0.0,957,730,8948
26.142,5,0.1,0.0,957,730,8948
26.202,5,0.1,0.0,957,730,8948
26.202,5,0.1,0.0,957,730,8948
