end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999950",69.492,69.591999999999999,69.492,0.1,2.6,-1,12,8948,33228,5380
"-1 day, 23:59:59.985846",69.492,139.03399999999999,69.492,0.1,2.6,-1,12,8948,33228,5380
"-1 day, 23:59:59.969984",69.492,173.75500000000002,69.492,0.1,1011.136,-1,12,8948,33228,5380
"-1 day, 23:59:59.955564",69.492,225.34080961453893,69.492,34.35,1011.136,-1,12,8948,33228,5380
"-1 day, 23:59:59.941341",69.503,187.16368522063337,69.57999999999997,0.1,1011.136,-1,16,8948,33228,5380
"-1 day, 23:59:59.927152",71.55,129.49777538892147,85.87899999999998,0.1,1011.136,-1,20,8948,33228,5380
"-1 day, 23:59:59.911541",71.55,100.49950979713327,71.55,0.1,1011.136,-1,20,8948,33228,5380
"-1 day, 23:59:59.897429",71.55,86.431543202329109,71.55,0.1,1011.136,-1,20,8948,33228,5380
"-1 day, 23:59:59.883371",71.55,84.097211452259344,71.55,4.9688830352129782,1011.136,-1,20,8948,33228,5380
"-1 day, 23:59:59.869158",72.078,75.193475635349344,75.77400000000004,0.1,1011.136,-1,24,8948,33228,5380
"-1 day, 23:59:59.855117",72.886,74.799363951861963,78.54199999999994,1.1278106341027281,1011.136,-1,30,8948,33228,5380
"-1 day, 23:59:59.840724",73.164,74.207229790178175,75.11000000000004,1.4198243154697885,1011.136,-1,38,8948,33228,5380
"-1 day, 23:59:59.823636",73.164,73.671809932314474,73.164,1.0504663103026195,0.0,-1,38,8948,33228,5380
"-1 day, 23:59:59.809418",73.164,73.470062848767469,73.164,0.28304872847628387,0.0,-1,38,8948,33228,5380
"-1 day, 23:59:59.795281",72.38,73.497091075140588,66.89199999999995,0.1,0.0,-1,46,8948,33228,5380
"-1 day, 23:59:59.781167",72.351,73.192982535806181,72.14800000000002,0.1,0.0,-1,56,8948,33228,5380
"-1 day, 23:59:59.765366",71.89,72.48069385333163,68.66300000000001,0.1,0.0,-1,70,8948,33228,5380
"-1 day, 23:59:59.751214",71.806,72.201942799020657,71.21799999999998,0.4625080107181096,0.0,-1,76,8948,33228,5380
"-1 day, 23:59:59.736801",71.806,71.962536856889159,71.806,1.0905153142635526,0.0,-1,76,8948,33228,5380
"-1 day, 23:59:59.720788",71.073,71.503639213133539,65.94199999999996,1.2248798144350128,0.0,-1,92,8948,33228,5380
"-1 day, 23:59:59.706641",71.008,71.254197145252022,70.55300000000001,1.5099507139323571,0.0,-1,116,8948,33228,5380
"-1 day, 23:59:59.692558",70.784,71.018663740331476,69.21600000000008,1.655301542045392,0.0,-1,140,8948,33228,5380
"-1 day, 23:59:59.674942",70.703,70.860727320152719,70.13599999999998,1.9578868710396473,9523.008,-1,152,8948,33228,5380
"-1 day, 23:59:59.660693",70.304,70.58242027264005,67.511,2.5149142790528081,9523.008,-1,164,8948,33228,5380
"-1 day, 23:59:59.644411",70.17,70.376214793207623,69.232,2.608810195377989,9523.008,-1,200,8948,33228,5380
"-1 day, 23:59:59.630211",70.46,70.418094798774831,72.48999999999994,2.9000850814082022,9523.008,-1,250,8948,33228,5380
"-1 day, 23:59:59.615572",70.654,70.536055676976602,72.01200000000001,3.2257126494068751,9523.008,-1,304,8948,33228,5380
"-1 day, 23:59:59.601167",70.654,70.595027488463074,70.654,3.5658447429619589,9523.008,-1,304,8948,33228,5380
"-1 day, 23:59:59.586226",69.946,70.270601799201032,64.99000000000001,3.4113944390772777,9523.008,-1,348,8948,33228,5380
"-1 day, 23:59:59.570310",70.062,70.166308587530267,70.874,3.0289620469610807,9523.008,-1,425,8948,33228,5380
"-1 day, 23:59:59.555840",70.19,70.178155899570029,71.086,3.0282018199947163,9523.008,-1,526,8948,33228,5380
"-1 day, 23:59:59.539902",70.532,70.35510632128161,72.92599999999999,3.3901894011069325,9523.008,-1,608,8948,33228,5380
"-1 day, 23:59:59.524299",69.851,70.103106318401601,65.08400000000002,3.8055129853961738,0.0,-1,630,8948,33228,5380
"-1 day, 23:59:59.510307",70.002,70.052552054182698,71.05899999999997,3.5374064768238718,0.0,-1,762,8948,33228,5380
"-1 day, 23:59:59.496322",70.032,70.042276079464855,70.242,3.4198055458640386,0.0,-1,918,8948,33228,5380
"-1 day, 23:59:59.481965",69.829,69.935647224586589,68.40799999999997,3.4201729867290576,0.0,-1,1116,8948,33228,5380
"-1 day, 23:59:59.467983",69.855,69.895324991987181,70.03700000000008,3.8382016546819653,0.0,-1,1216,8948,33228,5380
"-1 day, 23:59:59.454218",69.76,69.827665661792992,69.09500000000001,3.7338937590176422,0.0,-1,1269,8948,33228,5380
"-1 day, 23:59:59.439940",69.79,69.808833041197914,70.00000000000001,3.789800830387382,0.0,-1,1529,8948,33228,5380
"-1 day, 23:59:59.426057",69.9,69.854418017430149,70.67,3.9650352998297835,0.0,-1,1848,8948,33228,5380
"-1 day, 23:59:59.412133",69.518,69.686229122357361,66.84399999999997,3.9462036018637376,0.0,-1,2244,8948,33228,5380
"-1 day, 23:59:59.398276",69.796,69.741116541737583,71.74200000000005,3.9742586879503423,0.0,-1,2432,8948,33228,5380
"-1 day, 23:59:59.382699",69.771,69.756058361358797,69.59599999999996,3.996144908182516,122067.648,-1,2578,8948,33228,5380
"-1 day, 23:59:59.368671",69.809,69.782529639132889,70.07499999999997,4.0421072169808632,122067.648,-1,3121,8948,33228,5380
"-1 day, 23:59:59.353162",69.78,69.781264802050288,69.57700000000003,4.210439252001124,122067.648,-1,3775,8948,33228,5380
"-1 day, 23:59:59.339265",69.787,69.784132382005609,69.83600000000004,4.0031919750334977,122067.648,-1,4658,8948,33228,5380
"-1 day, 23:59:59.323652",69.798,69.791066229619574,69.87499999999997,4.012008493397488,122067.648,-1,4864,8948,33228,5380
"-1 day, 23:59:59.309694",69.947,69.869037245228739,70.99000000000001,4.0166849273278666,122067.648,-1,5376,8948,33228,5380
"-1 day, 23:59:59.293997",71.515,70.692479906485147,82.49099999999999,4.2593624100646279,122067.648,11,6287,8948,33228,5380
"-1 day, 23:59:59.278530",72.106,71.399563136491139,76.24299999999995,4.4978924428539342,122067.648,343,5380,8948,33228,5380
"-1 day, 23:59:59.262801",71.981,71.690322941785027,71.106,4.2200280975105473,122067.648,875,4146,8948,33228,5380
"-1 day, 23:59:59.249036",72.288,71.989220600834656,74.43700000000001,3.3178568135128055,122067.648,928,4044,8948,33228,5380
"-1 day, 23:59:59.194205",72.823,72.406250773629978,76.56799999999997,1.979089647089473,861832.224,1423,3094,8948,33228,5380
"-1 day, 23:59:59.178774",76.253,74.333235722504043,100.26300000000005,2.0058528229953807,861832.224,2352,1446,8948,33228,5380
"-1 day, 23:59:59.164751",71.234,72.786718647976315,36.10099999999996,1.6627427399791548,861832.224,2352,1446,8948,33228,5380
"-1 day, 23:59:59.149426",71.234,72.10172509494511,71.234,0.1,861832.224,2352,1446,8948,33228,5380
"-1 day, 23:59:59.135104",71.234,72.652714193366634,71.234,0.1,861832.224,2352,1446,8948,33228,5380
"-1 day, 23:59:59.120633",71.234,72.228542407801257,71.234,0.1,861832.224,2352,1446,8948,33228,5380
"-1 day, 23:59:59.105095",69.777,70.633921539612913,59.578000000000046,3.2583447301986435,861832.224,2352,3156,8948,33228,5380
"-1 day, 23:59:59.089419",69.7,70.154455690711629,69.16100000000002,3.0406201238997856,861832.224,2352,3156,8948,33228,5380
"-1 day, 23:59:59.073797",69.711,69.932348442824576,69.78799999999997,3.2599570267538587,861832.224,2352,3156,8948,33228,5380
"-1 day, 23:59:59.059884",69.688,69.810090776188787,69.52700000000003,3.9192773958038249,861832.224,2352,3156,8948,33228,5380
"-1 day, 23:59:59.044170",70.308,70.059049513808958,74.64800000000004,5.1279485886484801,0.0,2352,3156,8948,33228,5380
"-1 day, 23:59:59.028334",70.175,70.116996365127051,69.24399999999993,5.2485169298873924,0.0,2352,3156,8948,33228,5380
