end,socket,rtt,seconds,bits_per_second,bytes,start,retransmits,rttvar,pmtu,snd_cwnd
0.10010290145874023,16,29072,0.10010290145874023,12569977309.984709,157286400,0,0,4682,9000,89480
0.20014095306396484,16,30212,0.10003805160522461,0,0,0.10010290145874023,0,59,9000,644256
0.3000180721282959,16,29321,0.09987711906433105,524933042.6344246,6553600,0.20014095306396484,0,60,9000,6567832
0.400068998336792,16,30499,0.1000509262084961,2096084543.6150641,26214400,0.3000180721282959,1094,212,9000,10764444
0.5000360012054443,16,29714,0.09996700286865234,5034826148.197247,62914560,0.400068998336792,0,42,9000,13788868
0.6000549793243408,16,29435,0.10001897811889648,4088670447.2612333,51118080,0.5000360012054443,0,43,9000,13815712
0.7000548839569092,16,29487,0.09999990463256836,3984592600.003624,49807360,0.6000549793243408,0,40,9000,13842556
0.8000550270080566,16,29427,0.10000014305114746,3879725650.0079393,48496640,0.7000548839569092,0,62,9000,13878348
0.900062084197998,16,29350,0.1000070571899414,3669757018.276832,45875200,0.8000550270080566,0,65,9000,13905192
1.0000560283660889,16,29459,0.09999394416809082,3775102213.84447,47185920,0.900062084197998,0,46,9000,13932036
1.1000769138336182,16,29464,0.1000208854675293,3878921069.1996055,48496640,1.0000560283660889,0,114,9000,13967828
1.2000510692596436,16,29425,0.09997415542602539,3775849452.204845,47185920,1.1000769138336182,0,91,9000,13994672
1.3000340461730957,16,29434,0.09998297691345215,3775516309.408979,47185920,1.2000510692596436,0,33,9000,14030464
1.400054931640625,16,29417,0.1000208854675293,3878921069.1996055,48496640,1.3000340461730957,0,38,9000,14057308
1.5000560283660889,16,29403,0.10000109672546387,3774832200.4540396,47185920,1.400054931640625,0,40,9000,14084152
1.6000549793243408,16,29427,0.09999895095825195,3879771900.4269643,48496640,1.5000560283660889,0,49,9000,14119944
1.700057029724121,16,29442,0.10000205039978027,3774796201.586977,47185920,1.6000549793243408,0,150,9000,14146788
1.8000550270080566,16,29451,0.09999799728393555,3879808901.5561414,48496640,1.700057029724121,0,41,9000,14182580
1.9000709056854248,16,29392,0.10001587867736816,3879115247.805062,48496640,1.8000550270080566,0,85,9000,14209424
2.0000569820404053,16,29372,0.09998607635498047,3775399273.192869,47185920,1.9000709056854248,0,43,9000,14236268
2.100054979324341,16,29403,0.09999799728393555,3879808901.5561414,48496640,2.0000569820404053,0,62,9000,14289956
2.200058937072754,16,29325,0.10000395774841309,3879577656.0768824,48496640,2.100054979324341,0,45,9000,14352592
2.3000659942626953,16,29465,0.1000070571899414,3879457419.3212223,48496640,2.200058937072754,0,58,9000,14406280
2.4000308513641357,16,29471,0.09996485710144043,3985989592.27901,49807360,2.3000659942626953,0,62,9000,14495760
2.5000860691070557,16,29418,0.10005521774291992,3877590082.27688,48496640,2.4000308513641357,0,57,9000,14585240
2.6000559329986572,16,29473,0.09996986389160156,3985789961.9834776,49807360,2.5000860691070557,0,127,9000,14674720
2.7000560760498047,16,29458,0.10000014305114746,4089440550.0083685,51118080,2.6000559329986572,0,34,9000,14791044
2.8000550270080566,16,29438,0.09999895095825195,3984630600.438504,49807360,2.7000560760498047,0,70,9000,14916316
2.9000439643859863,16,29475,0.09998893737792969,3985029648.7694335,49807360,2.8000550270080566,0,22,9000,15041588
3.0000550746917725,16,29417,0.10001111030578613,4193838051.7682734,52428800,2.9000439643859863,0,53,9000,15184756
3.1000559329986572,16,29387,0.10000085830688477,4089411300.3012633,51118080,3.0000550746917725,0,34,9000,15336872
3.2000420093536377,16,29430,0.09998607635498047,4194888081.3254104,52428800,3.1000559329986572,0,40,9000,15497936
3.300015926361084,16,29394,0.09997391700744629,4195398285.422385,52428800,3.2000420093536377,0,79,9000,15676896
3.400054931640625,16,29457,0.10003900527954102,4297485353.824507,53739520,3.300015926361084,0,70,9000,15846908
3.50004506111145,16,29526,0.0999901294708252,4299585991.889726,53739520,3.400054931640625,0,48,9000,16052712
3.600050926208496,16,29399,0.1000058650970459,4403760915.148657,55050240,3.50004506111145,0,65,9000,16258516
3.7000560760498047,16,29502,0.1000051498413086,4403792411.679238,55050240,3.600050926208496,0,60,9000,16464320
3.8000378608703613,16,29530,0.09998178482055664,4509698249.628524,56360960,3.7000560760498047,0,46,9000,16696968
3.900038957595825,16,29473,0.10000109672546387,4508827350.542325,56360960,3.8000378608703613,0,21,9000,16929616
4.0000059604644775,16,29459,0.09996700286865234,4615257302.514143,57671680,3.900038957595825,0,41,9000,17162264
4.100056886672974,16,29459,0.1000509262084961,4716190223.133895,58982400,4.0000059604644775,0,38,9000,17412808
4.200054883956909,16,29446,0.09999799728393555,4718686501.892605,58982400,4.100056886672974,0,52,9000,17672300
4.300055980682373,16,29793,0.10000109672546387,4823396700.580161,60293120,4.200054883956909,0,78,9000,17940740
4.400054931640625,16,29515,0.09999895095825195,4928358900.54236,61603840,4.300055980682373,0,42,9000,18227076
4.500053882598877,16,29755,0.09999895095825195,4928358900.54236,61603840,4.400054931640625,0,53,9000,18513412
4.600036859512329,16,30219,0.09998297691345215,4929146292.8395,61603840,4.500053882598877,0,50,9000,18808696
4.700039863586426,16,30709,0.10000300407409668,4928159154.447398,61603840,4.600036859512329,0,23,9000,19112928
4.800019025802612,16,31224,0.09997916221618652,5034213818.592226,62914560,4.700039863586426,0,28,9000,19417160
4.900054931640625,16,31732,0.1000359058380127,4926538285.1437025,61603840,4.800019025802612,0,54,9000,19739288
5.000072956085205,16,32228,0.10001802444458008,4927419060.082287,61603840,4.900054931640625,0,50,9000,20061416
