end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999943",69.525,69.625,69.525,0.1,0.0,-1,14,8948,60238,5384
"-1 day, 23:59:59.985188",69.525,139.09999999999999,69.525,0.1,0.0,-1,14,8948,60238,5384
"-1 day, 23:59:59.969009",69.525,173.83750000000003,69.525,0.1,579.688,-1,14,8948,60238,5384
"-1 day, 23:59:59.954533",69.525,225.43157135622738,69.525,34.35,579.688,-1,14,8948,60238,5384
"-1 day, 23:59:59.940496",69.525,187.24844194888192,69.525,0.1,579.688,-1,14,8948,60238,5384
"-1 day, 23:59:59.926397",71.746,129.6498617386645,87.29299999999992,0.1,579.688,-1,20,8948,60238,5384
"-1 day, 23:59:59.911668",73.136,101.34937439422833,82.866,0.1,579.688,-1,26,8948,60238,5384
"-1 day, 23:59:59.897697",73.482,87.771705809988362,75.90400000000002,0.1,579.688,-1,28,8948,60238,5384
"-1 day, 23:59:59.883355",73.482,85.653006309181933,73.482,4.5246330899370957,579.688,-1,28,8948,60238,5384
"-1 day, 23:59:59.868997",73.482,77.871644450001924,73.482,0.1,579.688,-1,28,8948,60238,5384
"-1 day, 23:59:59.854639",73.001,76.560235332784714,69.63400000000004,0.1,579.688,-1,36,8948,60238,5384
"-1 day, 23:59:59.840593",72.946,75.635623379124183,72.56099999999995,0.78911557811146871,579.688,-1,44,8948,60238,5384
"-1 day, 23:59:59.824615",72.485,74.088870541126383,69.25800000000001,0.83968962006964953,0.0,-1,56,8948,60238,5384
"-1 day, 23:59:59.810240",72.485,73.273230230779745,72.485,0.99640642995796402,0.0,-1,56,8948,60238,5384
"-1 day, 23:59:59.796140",72.138,72.674912919574155,69.70900000000005,1.3835920247122833,0.0,-1,58,8948,60238,5384
"-1 day, 23:59:59.780766",71.682,72.14824269912738,68.48999999999998,1.4962717501391682,0.0,-1,72,8948,60238,5384
"-1 day, 23:59:59.766200",71.373,71.753100542619961,69.21000000000002,1.7947332531492053,0.0,-1,88,8948,60238,5384
"-1 day, 23:59:59.751831",70.998,71.371875071025471,68.373,1.9312276383762679,0.0,-1,110,8948,60238,5384
"-1 day, 23:59:59.737457",70.987,71.178304725343224,70.90999999999993,2.3977697037620938,0.0,-1,112,8948,60238,5384
"-1 day, 23:59:59.723297",70.407,70.79206501951009,66.34700000000001,2.8604481720702082,0.0,-1,122,8948,60238,5384
"-1 day, 23:59:59.709084",70.233,70.512266049505328,69.01500000000006,3.1632868883756671,0.0,-1,148,8948,60238,5384
"-1 day, 23:59:59.694692",70.439,70.475512820853268,71.88099999999991,3.5482118503285913,0.0,-1,180,8948,60238,5384
"-1 day, 23:59:59.678174",70.561,70.518208330513062,71.4150000000001,3.8879991699676304,6492.96,-1,224,8948,60238,5384
"-1 day, 23:59:59.663958",70.561,70.539585400037708,70.561,4.3866759971047085,6492.96,-1,224,8948,60238,5384
"-1 day, 23:59:59.649999",69.905,70.222353161851231,65.31299999999996,4.3164024887327201,6492.96,-1,256,8948,60238,5384
"-1 day, 23:59:59.635783",69.802,70.012202566605239,69.08100000000005,4.0054556400806636,6492.96,-1,310,8948,60238,5384
"-1 day, 23:59:59.621434",69.81,69.911109000042643,69.86599999999997,4.0041728852681375,6492.96,-1,380,8948,60238,5384
"-1 day, 23:59:59.607210",69.951,69.931055019116741,70.93799999999993,4.3339684662737659,6492.96,-1,448,8948,60238,5384
"-1 day, 23:59:59.592820",69.951,69.94102703969078,69.951,4.8910138038636264,6492.96,-1,448,8948,60238,5384
"-1 day, 23:59:59.578640",69.917,69.929013037010492,69.67900000000006,4.9380608551652356,6492.96,-1,523,8948,60238,5384
"-1 day, 23:59:59.563664",69.989,69.959006889340174,70.49300000000002,4.8744333554000407,6492.96,-1,636,8948,60238,5384
"-1 day, 23:59:59.549341",69.849,69.904005124656805,68.869,4.7639974685540496,6492.96,-1,778,8948,60238,5384
"-1 day, 23:59:59.533797",69.625,69.764513602092904,68.05699999999997,4.7181420051943697,68825.376,-1,896,8948,60238,5384
"-1 day, 23:59:59.519704",69.528,69.646264835376726,68.84900000000005,4.6899436178205844,68825.376,-1,905,8948,60238,5384
"-1 day, 23:59:59.505463",69.707,69.676632997983745,70.95999999999991,4.7451448222526054,68825.376,-1,1092,8948,60238,5384
"-1 day, 23:59:59.491465",69.7,69.688316566605494,69.65100000000007,4.9884582776687711,68825.376,-1,1328,8948,60238,5384
"-1 day, 23:59:59.476727",69.832,69.760161105186313,70.75599999999993,5.1894330791024066,68825.376,-1,1616,8948,60238,5384
"-1 day, 23:59:59.462629",69.742,69.751080513357635,69.11200000000008,5.1887737376667662,68825.376,-1,1792,8948,60238,5384
"-1 day, 23:59:59.448090",69.583,69.667043971613523,68.46999999999996,5.0026064298892434,68825.376,-1,1849,8948,60238,5384
"-1 day, 23:59:59.433825",69.705,69.686022205338489,70.559,4.9586876696577891,68825.376,-1,2251,8948,60238,5384
"-1 day, 23:59:59.419728",69.675,69.68051113273421,69.46499999999999,4.9366965963554179,68825.376,-1,2727,8948,60238,5384
"-1 day, 23:59:59.405601",69.998,69.839269286855085,72.25900000000006,5.0968833431896696,68825.376,-1,3303,8948,60238,5384
"-1 day, 23:59:59.390231",70.083,69.961142524247506,70.67799999999995,5.2214438215042911,0.0,-1,3584,8948,60238,5384
"-1 day, 23:59:59.376242",69.716,69.838579027211708,67.14699999999996,5.053030025190326,0.0,-1,3820,8948,60238,5384
"-1 day, 23:59:59.362184",69.72,69.779291439434871,69.74800000000003,4.8695745935507988,0.0,-1,4622,8948,60238,5384
"-1 day, 23:59:59.348099",70.25,70.014675930652842,73.96000000000001,4.7198509554611228,0.0,-1,5555,8948,60238,5384
"-1 day, 23:59:59.333936",71.974,70.994875202364099,84.04200000000003,5.1212837492277208,0.0,32,5962,8948,60238,5384
"-1 day, 23:59:59.319873",72.168,71.58161642646759,73.52600000000002,5.5574934939954828,0.0,167,5590,8948,60238,5384
"-1 day, 23:59:59.305768",70.94,71.260847748023068,62.34399999999994,4.898028112378741,0.0,169,5379,8948,60238,5384
"-1 day, 23:59:59.291439",71.654,71.457449673271867,76.65199999999999,3.6241509497723925,0.0,562,4371,8948,60238,5384
"-1 day, 23:59:59.277359",72.387,71.922374575408625,77.51800000000003,2.6166315709816361,0.0,1037,3169,8948,60238,5384
"-1 day, 23:59:59.263462",76.521,74.225910342176888,105.459,3.5158085030897608,0.0,1676,2442,8948,60238,5384
"-1 day, 23:59:59.248106",76.559,75.393517384814231,76.82499999999997,4.4849204649300454,838168.992,2231,2432,8948,60238,5384
"-1 day, 23:59:59.234284",69.729,72.566571168171038,21.91900000000001,2.0498903934911445,838168.992,2231,2432,8948,60238,5384
"-1 day, 23:59:59.220313",69.734,72.329927138907664,69.76899999999996,0.1,838168.992,2231,2432,8948,60238,5384
"-1 day, 23:59:59.206279",69.734,72.814356320011996,69.734,0.1,838168.992,2231,2432,8948,60238,5384
"-1 day, 23:59:59.192377",69.734,70.124961714274562,69.734,1.7626991789688586,838168.992,2231,2104,8948,60238,5384
"-1 day, 23:59:59.178245",69.724,69.917727473060737,69.65400000000007,6.852465306733432,838168.992,2231,1661,8948,60238,5384
"-1 day, 23:59:59.164428",69.593,69.751181808176014,68.676,6.8237468863996629,838168.992,2231,1641,8948,60238,5384
"-1 day, 23:59:59.150634",69.591,69.670844263480603,69.57699999999993,6.8063935629854466,838168.992,2231,1536,8948,60238,5384
"-1 day, 23:59:59.136006",69.629,69.649881122537238,69.89500000000008,6.8356846810754108,838168.992,2231,1393,8948,60238,5384
"-1 day, 23:59:59.122025",69.586,69.617931939505951,69.28499999999995,6.9002352716148598,838168.992,2231,1303,8948,60238,5384
"-1 day, 23:59:59.106332",70.433,70.02552915796312,76.36200000000007,7.1079243218772383,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.092024",70.408,70.216776331785795,70.23299999999996,7.2123683885108045,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.077774",70.42,70.318391055866826,70.504,7.0716453835434319,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.063112",70.47,70.394197643477568,70.81999999999998,6.741435677216904,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.048687",70.423,70.408599200439625,70.09400000000002,6.1170091227677892,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.034191",70.179,70.293805366400974,68.471,6.0817856053507926,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.019900",70.187,70.240404105847333,70.24299999999997,6.0254151022292923,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:59.005526",70.216,70.228202204470279,70.41899999999997,6.0512725784948165,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:58.991241",70.405,70.316604532487915,71.72800000000005,6.2238663330818067,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:58.977047",70.428,70.372303579134737,70.58899999999997,6.4276565977763562,0.0,2231,2481,8948,60238,5384
"-1 day, 23:59:58.961475",69.664,70.018204700706079,64.31600000000003,6.2746228988534307,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.947556",69.666,69.842115517683709,69.67999999999996,6.0602306689755396,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.933421",69.719,69.780559794949042,70.08999999999997,6.0324338851826163,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.919321",69.678,69.729281184876854,69.39100000000002,6.3530648583711411,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.905187",69.578,69.653642900615438,68.87800000000004,6.8941096819981933,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.890882",69.611,69.632321398802475,69.84200000000001,6.866232737921548,488270.592,2231,2481,8948,60238,5384
"-1 day, 23:59:58.876471",69.644,69.638160660618169,69.87500000000001,6.8691731519109167,488270.592,2231,2482,8948,60238,5384
"-1 day, 23:59:58.862169",69.723,69.680581016824931,70.27599999999995,6.9547669159293557,488270.592,2231,2482,8948,60238,5384
"-1 day, 23:59:58.848159",69.66,69.670290537862755,69.21899999999998,7.0118552961948488,488270.592,2231,2482,8948,60238,5384
"-1 day, 23:59:58.833838",69.581,69.625646020367711,69.02800000000005,6.9406477407972957,488270.592,2231,2482,8948,60238,5384
"-1 day, 23:59:58.817686",69.664,69.644823149837862,70.24499999999999,6.8916297257367809,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.803750",69.676,69.660411668962936,69.76,6.8856602795123507,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.789561",69.63,69.645205923359157,69.30799999999995,6.9499977662324346,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.775503",69.774,69.709604538940994,70.78200000000004,6.9848112986354263,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.761107",69.68,69.694802348396493,69.02200000000005,6.9311448826890096,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.746915",69.657,69.675901310643638,69.49599999999992,6.904296260124136,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.732694",69.664,69.669950669735471,69.71300000000004,6.887182406957443,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.718748",69.678,69.673975341513113,69.77599999999997,6.827591521734476,636237.936,2231,2482,8948,60238,5384
"-1 day, 23:59:58.704474",69.656,69.664987702295534,69.50200000000007,6.9055948093990533,636237.936,2231,2483,8948,60238,5384
"-1 day, 23:59:58.690380",69.699,69.681993961698481,69.99999999999994,6.9206597968464258,636237.936,2231,2483,8948,60238,5384
"-1 day, 23:59:58.674725",69.698,69.68999700507419,69.69099999999996,6.9184483409431889,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.660592",69.666,69.677998557374423,69.44200000000002,6.9064702520524115,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.646378",69.729,69.703499526793095,70.17000000000002,6.9086687965463778,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.632210",69.673,69.688249852115604,69.28100000000002,6.882611901613199,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.617738",69.665,69.676624977966853,69.60900000000004,6.8789782752297608,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.603738",69.748,69.712312976633683,70.329,6.8943494205770364,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.589062",69.72,69.716156493808739,69.52399999999996,6.880772276878921,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.574725",69.772,69.744078545544554,70.13600000000005,6.9170970316388738,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.560702",69.802,69.773039592587125,70.01200000000001,6.902262533032034,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.546650",69.653,69.713021172091288,68.61,6.8276266208683687,0.0,2231,2483,8948,60238,5384
"-1 day, 23:59:58.530903",69.69,69.701510641814224,69.94899999999994,6.805607100750791,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.516546",69.74,69.720755465945587,70.08999999999997,6.7884188749610868,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.502579",69.754,69.737377841123276,69.85200000000007,6.8350597595812479,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.488294",69.831,69.784189767664031,70.36999999999999,6.9353858679878417,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.474164",70.053,69.918601804495509,71.60699999999996,6.9259392693364887,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.459998",70.379,70.148821133295669,72.66100000000006,6.9475591608755112,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.445838",70.475,70.311920651621165,71.14699999999992,6.92745666945547,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.431507",70.406,70.358961166241869,69.92300000000009,6.7251199356105857,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.416862",69.779,70.069013196550344,65.38999999999993,6.3019827041540859,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.402767",69.905,69.987010151673175,70.78700000000003,5.9576254783196925,651460.32,2231,2484,8948,60238,5384
"-1 day, 23:59:58.386669",69.801,69.894009351420578,69.07300000000001,6.0140853508172434,0.0,2231,2484,8948,60238,5384
"-1 day, 23:59:58.372122",69.894,69.894004846616255,70.54500000000003,6.3219005495180145,0.0,2231,2484,8948,60238,5384
"-1 day, 23:59:58.357416",69.953,69.923502730670037,70.36599999999999,6.7717194970106407,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.342955",69.666,69.794758026691241,67.65699999999995,6.6765825373007051,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.328552",69.733,69.763879332416295,70.20200000000006,6.673925898179939,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.313892",69.753,69.758439661451519,69.89299999999997,6.6340988331032511,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.299844",69.841,69.79972051020917,70.45699999999995,6.721793046149255,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.285637",69.842,69.820860425320063,69.84900000000003,6.9158832587975398,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.271347",69.718,69.76943122949541,68.85000000000004,6.8261394104919066,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.257149",69.858,69.813716372834364,70.83800000000001,6.7750372628895281,0.0,2231,2485,8948,60238,5384
"-1 day, 23:59:58.241623",69.855,69.834358354265703,69.834,6.7467082553746192,623179.872,2231,2485,8948,60238,5384
"-1 day, 23:59:58.226990",69.789,69.811679379532507,69.32699999999998,6.7695765018781575,623179.872,2231,2485,8948,60238,5384
"-1 day, 23:59:58.212114",69.718,69.764840545606233,69.22100000000002,6.7815346142950661,623179.872,2231,2485,8948,60238,5384
"-1 day, 23:59:58.198113",69.735,69.749920358991659,69.85399999999997,6.6808829174583106,623179.872,2231,2485,8948,60238,5384
"-1 day, 23:59:58.184009",69.656,69.702961048098246,69.10300000000005,6.713958175307325,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.169631",69.697,69.699980528243884,69.98399999999998,6.7867735003115479,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.154965",70.41,70.055039565285298,75.40099999999995,6.9514695346150628,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.140678",70.136,70.095520023717341,68.21799999999999,7.0270075566021646,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.126361",69.757,69.926270717863858,67.10400000000007,6.8676771368691254,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.112351",70.45,70.188161619503262,75.30099999999999,6.6097050231069385,623179.872,2231,2486,8948,60238,5384
"-1 day, 23:59:58.096538",69.686,69.937105906736264,64.33800000000004,6.2427374808847658,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.082357",70.433,70.185078983459505,75.662,6.510007103119368,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.068061",69.72,69.952561505985159,64.72899999999994,6.6052510438369483,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.053661",69.785,69.868783397366215,70.23999999999998,6.2217107892633692,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.039501",69.857,69.862892077527619,70.36100000000002,6.5901546417427062,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.024834",69.657,69.75995025635126,68.25699999999998,6.3183316667318197,0.0,2231,2486,8948,60238,5384
"-1 day, 23:59:58.010369",69.747,69.753475224108357,70.37700000000002,6.7960150937206851,0.0,2231,2487,8948,60238,5384
"-1 day, 23:59:57.996002",69.704,69.728737768562127,69.40299999999995,6.7523851090646998,0.0,2231,2487,8948,60238,5384
"-1 day, 23:59:57.981876",69.657,69.692869375696205,69.32800000000002,6.7604186834985551,0.0,2231,2487,8948,60238,5384
"-1 day, 23:59:57.967749",69.806,69.749435939756836,70.849,6.8913360400258803,0.0,2231,2487,8948,60238,5384
"-1 day, 23:59:57.951896",69.716,69.732718062847766,69.08599999999997,6.8580825039143702,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.937545",69.632,69.682360008288867,69.04400000000008,6.8637680743745628,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.923294",69.681,69.681680002285219,70.02399999999994,6.8421104595548137,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.908881",69.643,69.662340145457691,69.37700000000002,6.7846301499067119,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.894881",70.418,70.04022537439262,75.84300000000005,6.9865879497113896,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.880431",69.687,69.863624225129428,64.56999999999994,7.0367172758842571,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.866161",69.677,69.770315192943812,69.60700000000007,6.796465402177625,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.851671",69.651,69.71065911548186,69.46899999999992,6.5887187734735306,644895.216,2231,2487,8948,60238,5384
"-1 day, 23:59:57.837069",69.846,69.778331507808289,71.21100000000006,6.3581715626763238,644895.216,2231,2488,8948,60238,5384
"-1 day, 23:59:57.823109",69.902,69.840167433040079,70.29399999999998,6.9474498780434661,644895.216,2231,2488,8948,60238,5384
"-1 day, 23:59:57.807747",69.892,69.866083884585677,69.82199999999996,6.9431855391370538,627219.936,2231,2488,8948,60238,5384
"-1 day, 23:59:57.793581",69.686,69.776045042644512,68.24400000000009,6.8373059826676865,627219.936,2231,2488,8948,60238,5384
"-1 day, 23:59:57.779009",69.665,69.720523711533005,69.518,6.6368877951697272,627219.936,2231,2488,8948,60238,5384
"-1 day, 23:59:57.765015",69.703,69.711761914999585,69.96899999999998,6.633134108143282,627219.936,2231,2488,8948,60238,5384
"-1 day, 23:59:57.750632",69.662,69.686881210124227,69.37500000000003,6.7339151461896538,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.736384",69.79,69.738441649866175,70.686,6.9038032835840193,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.722095",69.659,69.698721424057368,68.742,6.9079950673797645,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.707915",69.666,69.682360809291438,69.71499999999993,6.8611005683288431,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.693690",69.697,69.689680425129765,69.91400000000004,6.8605188499704921,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.679336",69.784,69.736841067649948,70.39300000000003,6.8384319816701193,627219.936,2231,2489,8948,60238,5384
"-1 day, 23:59:57.663384",69.819,69.777921184701256,70.06399999999998,6.9455712209344993,0.0,2231,2490,8948,60238,5384
"-1 day, 23:59:57.648817",69.712,69.744961003047891,68.96300000000001,6.9030862944201878,0.0,2231,2490,8948,60238,5384
"-1 day, 23:59:57.634065",69.612,69.678482189609653,68.91199999999994,6.807077707170504,0.0,2231,2490,8948,60238,5384
"-1 day, 23:59:57.619785",69.74,69.709241467064558,70.636,6.7473020558495609,0.0,2231,2490,8948,60238,5384
"-1 day, 23:59:57.605321",69.642,69.675621178522221,68.956,6.7872027026978072,0.0,2231,2491,8948,60238,5384
"-1 day, 23:59:57.591205",69.716,69.695810748271256,70.23399999999998,6.8887121626493695,0.0,2231,2491,8948,60238,5384
"-1 day, 23:59:57.576966",69.633,69.664405751614183,69.052,6.9201640441925285,0.0,2231,2491,8948,60238,5384
"-1 day, 23:59:57.562705",69.687,69.67570292235736,70.06500000000001,6.8528097550036877,0.0,2231,2492,8948,60238,5384
"-1 day, 23:59:57.548519",69.662,69.668851479675297,69.48700000000007,6.9098189709073425,0.0,2231,2492,8948,60238,5384
"-1 day, 23:59:57.534369",69.708,69.688425886089505,70.02999999999994,6.8861147474845268,0.0,2231,2492,8948,60238,5384
"-1 day, 23:59:57.518722",69.64,69.664213167482075,69.16400000000002,6.9246983961709647,643380.192,2231,2493,8948,60238,5384
"-1 day, 23:59:57.504348",69.699,69.681606698677896,70.11199999999998,6.887447436544833,643380.192,2231,2493,8948,60238,5384
"-1 day, 23:59:57.490379",69.638,69.659803531249736,69.21100000000006,6.8955848442601537,643380.192,2231,2493,8948,60238,5384
"-1 day, 23:59:57.476040",69.684,69.671901821588349,70.00599999999994,6.8803912275211596,643380.192,2231,2494,8948,60238,5384
"-1 day, 23:59:57.461606",70.415,70.043503764998334,75.53200000000007,7.0248536342267487,643380.192,2231,2494,8948,60238,5384
"-1 day, 23:59:57.447538",70.294,70.16875754130082,69.44699999999993,7.0843471494375105,643380.192,2231,2495,8948,60238,5384
"-1 day, 23:59:57.432975",69.726,69.947396985491636,65.75000000000001,6.9009025550248939,643380.192,2231,2495,8948,60238,5384
"-1 day, 23:59:57.418270",69.672,69.809705828641427,69.29399999999998,6.4758912694829505,643380.192,2231,2495,8948,60238,5384
"-1 day, 23:59:57.403627",69.797,69.803353413557659,70.672,6.0798148785725008,643380.192,2231,2496,8948,60238,5384
"-1 day, 23:59:57.389488",69.796,69.79967705906104,69.78900000000007,6.4459424672002124,643380.192,2231,2496,8948,60238,5384
"-1 day, 23:59:57.373618",69.789,69.794338527974745,69.73999999999997,6.8737253059532941,0.0,2231,2497,8948,60238,5384
"-1 day, 23:59:57.359185",69.757,69.775669340721592,69.53300000000003,6.8535413779845653,0.0,2231,2497,8948,60238,5384
"-1 day, 23:59:57.344972",69.484,69.62984297640584,67.57299999999992,6.7181059072625491,0.0,2231,2497,8948,60238,5384
"-1 day, 23:59:57.330708",70.488,70.058993750630137,77.51600000000003,6.8319249211047754,0.0,2231,2498,8948,60238,5384
"-1 day, 23:59:57.316723",69.76,69.909505273754831,64.66400000000004,6.9281340240641711,0.0,2231,2498,8948,60238,5384
"-1 day, 23:59:57.302197",69.663,69.786258211075335,68.98399999999994,6.8052424710027397,0.0,2231,2499,8948,60238,5384
