end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.997941",29.19,29.290000000000003,29.19,0.1,7.304,-1,14,8948,59162,5654
"-1 day, 23:59:59.982263",29.908,59.514600527447342,34.934,0.1,7.304,-1,18,8948,59162,5654
"-1 day, 23:59:59.966085",30.271,74.901293947658687,32.812,0.1,7.304,-1,22,8948,59162,5654
"-1 day, 23:59:59.950376",30.829,83.068574525852753,34.735,0.1,7.304,-1,34,8948,59162,5654
"-1 day, 23:59:59.934733",30.507,97.12258303745196,28.253000000000007,10.438476790025321,7.304,-1,44,8948,59162,5654
"-1 day, 23:59:59.918851",30.684,55.307796063639728,31.923,0.1,7.304,-1,64,8948,59162,5654
"-1 day, 23:59:59.902458",31.121,43.663527907419024,34.17999999999998,0.1,7.304,-1,82,8948,59162,5654
"-1 day, 23:59:59.886270",30.257,37.249399838712314,24.20900000000002,0.1,7.304,-1,134,8948,59162,5654
"-1 day, 23:59:59.868719",32.312,35.264161281626997,46.696999999999974,0.77577643139893449,10822.72,-1,148,8948,59162,5654
"-1 day, 23:59:59.852890",34.244,34.743091983984726,47.768000000000015,0.93058366466913633,10822.72,-1,158,8948,59162,5654
"-1 day, 23:59:59.836973",35.362,34.956659040104981,43.18800000000002,0.75785020274528969,10822.72,-1,178,8948,59162,5654
"-1 day, 23:59:59.820629",30.118,32.940818518677567,-6.590000000000025,0.1,10822.72,-1,300,8948,59162,5654
"-1 day, 23:59:59.805057",29.371,34.015688297961617,24.142,0.1,10822.72,-1,364,8948,59162,5654
"-1 day, 23:59:59.789373",30.896,33.244688345848324,41.57100000000001,0.1,10822.72,-1,472,8948,59162,5654
"-1 day, 23:59:59.773330",37.846,34.703745997025116,86.49599999999997,1.782745687517203,10822.72,-1,472,8948,59162,5654
"-1 day, 23:59:59.757489",44.14,39.325447763507654,88.19800000000004,6.4482035938531439,10822.72,-1,476,8948,59162,5654
"-1 day, 23:59:59.741520",47.663,43.471794351119485,72.32399999999997,5.0884273850731212,10822.72,-1,498,8948,59162,5654
"-1 day, 23:59:59.725669",30.142,38.320289971741666,-92.50499999999998,0.1,10822.72,-1,784,8948,59162,5654
"-1 day, 23:59:59.708253",29.912,43.638728546122678,28.301999999999996,0.1,0.0,-1,1053,8948,59162,5654
"-1 day, 23:59:59.692927",29.318,39.901395732581129,25.160000000000018,0.1,0.0,-1,1730,8948,59162,5654
"-1 day, 23:59:59.677475",39.016,35.642746525879332,106.90199999999997,1.8459911317512629,0.0,-1,1764,8948,59162,5654
"-1 day, 23:59:59.661671",47.202,41.372338105578677,104.50399999999999,16.165889091759279,0.0,-1,1770,8948,59162,5654
"-1 day, 23:59:59.646018",48.049,44.63255364622097,53.97800000000001,15.917371445788527,0.0,-1,1776,8948,59162,5654
"-1 day, 23:59:59.630439",30.17,37.406721231841011,-94.98299999999998,9.3954944715940591,0.0,-1,2094,8948,59162,5654
"-1 day, 23:59:59.614908",30.08,37.172074191800753,29.449999999999974,0.1,0.0,-1,3068,8948,59162,5654
"-1 day, 23:59:59.598945",29.529,37.546064143662214,25.67200000000001,0.1,0.0,88,2475,8948,59162,5654
"-1 day, 23:59:59.583247",31.986,31.865049131301841,49.185,2.9929361984423317,0.0,110,652,8948,59162,5654
"-1 day, 23:59:59.567493",36.184,34.027536461369259,65.56999999999998,15.878319837077052,0.0,130,140,8948,59162,5654
"-1 day, 23:59:59.550457",52.479,43.260904128374776,166.544,17.647244615190488,191470.176,752,1741,8948,59162,5654
"-1 day, 23:59:59.535079",29.623,36.443268527818113,-130.36899999999997,16.394794949781346,191470.176,851,1741,8948,59162,5654
"-1 day, 23:59:59.519622",28.134,32.289169757741199,17.710999999999995,7.3138722673390637,191470.176,851,1741,8948,59162,5654
"-1 day, 23:59:59.504169",30.729,31.554029395822152,48.89399999999999,0.1,191470.176,882,1646,8948,59162,5654
"-1 day, 23:59:59.488694",29.163,32.289003279935898,18.201000000000008,0.1,191470.176,895,1225,8948,59162,5654
"-1 day, 23:59:59.472978",28.517,29.440765608132097,23.994999999999994,13.495703441202441,191470.176,895,870,8948,59162,5654
"-1 day, 23:59:59.456959",37.578,33.508239055331757,101.00500000000002,14.778923992047078,191470.176,895,870,8948,59162,5654
"-1 day, 23:59:59.441262",46.779,40.149888519614315,111.186,15.824464440898351,191470.176,895,870,8948,59162,5654
"-1 day, 23:59:59.425386",30.09,35.121886084377792,-86.73300000000003,15.835300050069131,191470.176,895,870,8948,59162,5654
"-1 day, 23:59:59.409863",29.995,32.558633363568639,29.33000000000001,8.8091470546166466,191470.176,895,870,8948,59162,5654
"-1 day, 23:59:59.392815",30.057,31.308774379439146,30.490999999999982,0.60866437267932572,667909.152,895,871,8948,59162,5654
