end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999950",29.137,29.237000000000002,29.137,0.1,7.24,-1,14,8948,35955,5655
"-1 day, 23:59:59.985990",29.137,58.324000000000005,29.137,0.1,7.24,-1,14,8948,35955,5655
"-1 day, 23:59:59.971458",30.143,74.131526970325524,37.185,0.1,7.24,-1,20,8948,35955,5655
"-1 day, 23:59:59.957588",30.904,82.559935120569719,36.230999999999995,0.1,7.24,-1,28,8948,35955,5655
"-1 day, 23:59:59.943281",30.595,95.533151878261123,28.43199999999999,9.2525613212820854,7.24,-1,34,8948,35955,5655
"-1 day, 23:59:59.929183",30.44,55.260033237212369,29.355000000000018,0.1,7.24,-1,56,8948,35955,5655
"-1 day, 23:59:59.915204",30.036,43.676636993313792,27.208000000000002,0.1,7.24,-1,63,8948,35955,5655
"-1 day, 23:59:59.898978",30.293,37.32713087853945,32.091999999999985,0.1,0.0,-1,106,8948,35955,5655
"-1 day, 23:59:59.884997",29.702,34.210484447097436,25.56500000000002,1.173653695228172,0.0,-1,128,8948,35955,5655
"-1 day, 23:59:59.871024",29.78,31.460298355572021,30.325999999999997,0.78909198689976845,0.0,-1,200,8948,35955,5655
"-1 day, 23:59:59.857065",29.46,30.535509839771247,27.22,1.0976117662636289,0.0,-1,244,8948,35955,5655
"-1 day, 23:59:59.841558",29.492,29.960607178734627,29.716,1.0818617814387257,0.0,-1,380,8948,35955,5655
"-1 day, 23:59:59.825980",29.326,29.633825109185111,28.163999999999998,1.4644537932440649,0.0,-1,489,8948,35955,5655
"-1 day, 23:59:59.810473",29.353,29.476970023479833,29.54200000000001,1.5123336374296599,0.0,-1,806,8948,35955,5655
"-1 day, 23:59:59.796531",29.34,29.404731487212285,29.248999999999988,1.7341157130878901,0.0,-1,1032,8948,35955,5655
"-1 day, 23:59:59.780727",29.177,29.288871812493614,28.035999999999998,1.755619526017586,0.0,-1,1634,8948,35955,5655
"-1 day, 23:59:59.766646",29.525,29.406483314740342,31.96099999999999,1.8806784438004978,0.0,-1,2085,8948,35955,5655
"-1 day, 23:59:59.751080",31.45,30.429500392573001,44.925000000000004,2.1594475155594495,77627.504,77,2845,8948,35955,5655
"-1 day, 23:59:59.736761",31.119,30.774150725270452,28.802000000000003,2.3384691299809148,77627.504,194,2430,8948,35955,5655
"-1 day, 23:59:59.721247",31.462,31.118107238212687,33.863,1.9685576647647975,77627.504,802,1153,8948,35955,5655
"-1 day, 23:59:59.704548",29.272,30.196122281586184,13.94199999999999,0.73111698538831704,77627.504,1176,1108,8948,35955,5655
"-1 day, 23:59:59.687750",28.001,29.993502645275989,19.10400000000002,0.1,77627.504,1176,1502,8948,35955,5655
"-1 day, 23:59:59.673798",29.241,29.223071198874614,37.92099999999999,0.1,77627.504,1176,1198,8948,35955,5655
"-1 day, 23:59:59.659652",29.69,29.435019992764961,32.83300000000001,1.182877162027645,77627.504,1176,1164,8948,35955,5655
"-1 day, 23:59:59.645717",29.246,29.339263063444996,26.13799999999998,2.9644258720224759,77627.504,1176,1196,8948,35955,5655
"-1 day, 23:59:59.630266",29.438,29.388216418821315,30.782,3.1758501493340607,77627.504,1176,1196,8948,35955,5655
"-1 day, 23:59:59.616075",29.832,29.61011617402302,32.59000000000002,2.3076054296896822,77627.504,1176,1196,8948,35955,5655
"-1 day, 23:59:59.599725",29.338,29.47408096055435,25.880000000000003,2.1533527534142842,0.0,1176,1196,8948,35955,5655
"-1 day, 23:59:59.584017",29.485,29.479543678978544,30.51399999999999,2.2641502404827332,0.0,1176,1196,8948,35955,5655
"-1 day, 23:59:59.568378",29.315,29.397279394988409,28.125000000000014,2.0426722994652002,0.0,1176,1197,8948,35955,5655
"-1 day, 23:59:59.552777",29.424,29.410640900517475,30.186999999999987,1.964930929816731,0.0,1176,1197,8948,35955,5655
"-1 day, 23:59:59.538800",29.303,29.356824441431737,28.45600000000001,2.2511373714797158,0.0,1176,1197,8948,35955,5655
"-1 day, 23:59:59.523193",29.319,29.337912326517632,29.430999999999987,2.1977755204005334,0.0,1176,1197,8948,35955,5655
"-1 day, 23:59:59.509230",29.327,29.332456163415795,29.38300000000002,2.2850199063768462,0.0,1176,1197,8948,35955,5655
"-1 day, 23:59:59.495302",29.262,29.297229426629489,28.80699999999999,2.2548740110913235,0.0,1176,1198,8948,35955,5655
"-1 day, 23:59:59.481329",29.371,29.334116218180451,30.133999999999986,2.3328507239729914,0.0,1176,1198,8948,35955,5655
"-1 day, 23:59:59.465700",29.372,29.3530584679276,29.37900000000001,2.341791405621457,0.0,1176,1198,8948,35955,5655
"-1 day, 23:59:59.450112",29.36,29.356529235210246,29.275999999999996,2.345719948024239,843724.08,1176,1198,8948,35955,5655
"-1 day, 23:59:59.434130",29.341,29.348764678631177,29.208000000000013,2.3381466625686942,843724.08,1176,1198,8948,35955,5655
"-1 day, 23:59:59.420221",29.301,29.324882946618185,29.02099999999998,2.260583089683236,843724.08,1176,1199,8948,35955,5655
"-1 day, 23:59:59.405758",29.34,29.332441542783361,29.61300000000001,2.2683631617626774,843724.08,1176,1199,8948,35955,5655
"-1 day, 23:59:59.391713",29.331,29.331720773691362,29.267999999999997,2.2939407186452332,843724.08,1176,1199,8948,35955,5655
"-1 day, 23:59:59.377769",29.366,29.348860706333856,29.611,2.3207959444475308,843724.08,1176,1199,8948,35955,5655
"-1 day, 23:59:59.363936",29.375,29.361930536035075,29.438000000000002,2.3371173727167776,843724.08,1176,1199,8948,35955,5655
"-1 day, 23:59:59.348020",29.354,29.357965283342455,29.206999999999994,2.3081673417125574,843724.08,1176,1200,8948,35955,5655
"-1 day, 23:59:59.333951",29.368,29.362982669068611,29.465999999999994,2.2971551786822522,843724.08,1176,1200,8948,35955,5655
"-1 day, 23:59:59.318143",29.297,29.329992510072323,28.800000000000015,2.2661191445443731,843724.08,1176,1200,8948,35955,5655
"-1 day, 23:59:59.302332",29.364,29.346996575994339,29.833000000000002,2.2673098807136753,726417.936,1176,1200,8948,35955,5655
"-1 day, 23:59:59.288242",29.377,29.361998536463318,29.467999999999986,2.2956658219718609,726417.936,1176,1200,8948,35955,5655
"-1 day, 23:59:59.274392",29.376,29.36899932003324,29.369000000000018,2.3075547925051985,726417.936,1176,1201,8948,35955,5655
"-1 day, 23:59:59.260542",29.356,29.362499704794107,29.216000000000005,2.3210632777746114,726417.936,1176,1201,8948,35955,5655
"-1 day, 23:59:59.246074",29.309,29.335750623210128,28.979999999999997,2.2632932480093584,726417.936,1176,1201,8948,35955,5655
"-1 day, 23:59:59.232176",29.343,29.3393753307525,29.580999999999992,2.257209970585158,726417.936,1176,1201,8948,35955,5655
"-1 day, 23:59:59.216443",29.357,29.348187752195479,29.454999999999995,2.2794374005206239,726417.936,1176,1201,8948,35955,5655
"-1 day, 23:59:59.200949",29.351,29.349593877968623,29.308999999999997,2.3081245419515581,726417.936,1176,1202,8948,35955,5655
"-1 day, 23:59:59.185151",29.331,29.34029703230922,29.191000000000003,2.3191447670932055,726417.936,1176,1202,8948,35955,5655
"-1 day, 23:59:59.170669",29.271,29.305649812035931,28.85100000000001,2.2817677623343608,726417.936,1176,1202,8948,35955,5655
"-1 day, 23:59:59.154697",29.369,29.337325999465357,30.054999999999993,2.2838379682476262,0.0,1176,1202,8948,35955,5655
"-1 day, 23:59:59.140461",29.368,29.352663257838831,29.36099999999999,2.3168587136439522,0.0,1176,1202,8948,35955,5655
"-1 day, 23:59:59.126357",29.371,29.361831716031084,29.392,2.3404885290655857,0.0,1176,1203,8948,35955,5655
"-1 day, 23:59:59.110917",29.398,29.379916205683685,29.587000000000007,2.3422142198159652,0.0,1176,1203,8948,35955,5655
"-1 day, 23:59:59.096667",29.316,29.347959190753365,28.741999999999994,2.2703310004671389,0.0,1176,1203,8948,35955,5655
"-1 day, 23:59:59.082378",29.369,29.3584797254703,29.740000000000006,2.2627998159575289,0.0,1176,1203,8948,35955,5655
"-1 day, 23:59:59.066876",29.374,29.366239932319438,29.408999999999992,2.2689152942409061,0.0,1176,1203,8948,35955,5655
"-1 day, 23:59:59.052752",29.394,29.380120177963548,29.533999999999995,2.2808776311685417,0.0,1176,1204,8948,35955,5655
"-1 day, 23:59:59.038647",29.359,29.369560210688093,29.114000000000026,2.3093412828998527,0.0,1176,1204,8948,35955,5655
"-1 day, 23:59:59.024461",29.45,29.409781860968987,30.086999999999982,2.2767518929690476,0.0,1176,1204,8948,35955,5655
"-1 day, 23:59:59.008742",29.329,29.369392713203851,28.48200000000001,2.2654731589785428,733848.768,1176,1204,8948,35955,5655
"-1 day, 23:59:58.993184",29.386,29.37769643857273,29.78499999999999,2.2462930111547594,733848.768,1176,1204,8948,35955,5655
"-1 day, 23:59:58.978932",29.354,29.365848379178288,29.13,2.2520187261812721,733848.768,1176,1205,8948,35955,5655
"-1 day, 23:59:58.963078",29.343,29.354424334784355,29.266000000000005,2.2296108779606678,733848.768,1176,1205,8948,35955,5655
"-1 day, 23:59:58.949011",29.343,29.348712205586676,29.343,2.2887046269421787,733848.768,1176,1205,8948,35955,5655
"-1 day, 23:59:58.934941",29.382,29.365356405821643,29.655000000000012,2.2715139191382723,733848.768,1176,1205,8948,35955,5655
"-1 day, 23:59:58.919422",29.394,29.379678428008084,29.477999999999977,2.3032813604752738,733848.768,1176,1205,8948,35955,5655
"-1 day, 23:59:58.905619",29.408,29.393839430712024,29.50600000000002,2.3075796341650916,733848.768,1176,1206,8948,35955,5655
"-1 day, 23:59:58.891519",29.391,29.392419716410267,29.271999999999977,2.2885419164126848,733848.768,1176,1206,8948,35955,5655
"-1 day, 23:59:58.877698",29.392,29.392209858470395,29.399000000000008,2.2537399911342475,733848.768,1176,1206,8948,35955,5655
"-1 day, 23:59:58.861828",29.407,29.399604989727148,29.512000000000004,2.2445703897723845,0.0,1176,1206,8948,35955,5655
"-1 day, 23:59:58.847810",29.4,29.399802495305146,29.35099999999999,2.2432696680162345,0.0,1176,1207,8948,35955,5655
"-1 day, 23:59:58.832344",29.347,29.373402020215664,28.97600000000002,2.2441135377332966,0.0,1176,1207,8948,35955,5655
"-1 day, 23:59:58.818231",29.388,29.380701069915837,29.675000000000004,2.23729141547091,0.0,1176,1207,8948,35955,5655
"-1 day, 23:59:58.804161",29.303,29.341852215055209,28.707999999999995,2.2325509056053212,0.0,1176,1207,8948,35955,5655
"-1 day, 23:59:58.788335",29.358,29.349926182509929,29.743,2.2505109254069944,0.0,1176,1207,8948,35955,5655
"-1 day, 23:59:58.774583",29.369,29.359463190780314,29.445999999999994,2.2889845573704477,0.0,1176,1208,8948,35955,5655
"-1 day, 23:59:58.758943",29.296,29.327732699686599,28.784999999999997,2.2815033544942263,0.0,1176,1208,8948,35955,5655
"-1 day, 23:59:58.743023",29.379,29.353367067586532,29.960000000000015,2.314493232299268,0.0,1176,1208,8948,35955,5655
"-1 day, 23:59:58.729078",29.373,29.363183631647463,29.331,2.2938470410640805,0.0,1176,1208,8948,35955,5655
"-1 day, 23:59:58.711856",29.362,29.362591816242031,29.28499999999998,2.3025906093730137,741856.752,1176,1208,8948,35955,5655
"-1 day, 23:59:58.698085",29.367,29.364795912979282,29.40200000000002,2.3156186148949325,741856.752,1176,1209,8948,35955,5655
"-1 day, 23:59:58.684212",29.373,29.368897974231061,29.415000000000003,2.2666157594978391,741856.752,1176,1209,8948,35955,5655
"-1 day, 23:59:58.670482",29.368,29.368448987913347,29.33299999999998,2.2745162348765993,741856.752,1176,1209,8948,35955,5655
"-1 day, 23:59:58.656592",29.339,29.353724730953601,29.136,2.2744060267792858,741856.752,1176,1209,8948,35955,5655
"-1 day, 23:59:58.642258",29.329,29.341362532911894,29.259000000000015,2.2647176335237802,741856.752,1176,1209,8948,35955,5655
"-1 day, 23:59:58.627988",29.276,29.30868243915365,28.904999999999994,2.2594756169436736,741856.752,1176,1210,8948,35955,5655
"-1 day, 23:59:58.613748",29.396,29.352343319387856,30.236000000000008,2.2858861159209689,741856.752,1176,1210,8948,35955,5655
