end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.998190",69.451,69.550999999999988,69.451,0.1,3.16,-1,16,8948,36641,5381
"-1 day, 23:59:59.982459",69.451,138.952,69.451,0.1,3.16,-1,16,8948,36641,5381
"-1 day, 23:59:59.964546",69.451,173.6525,69.451,0.1,0.0,-1,16,8948,36641,5381
"-1 day, 23:59:59.948128",69.451,225.22804501080719,69.451,34.35,0.0,-1,16,8948,36641,5381
"-1 day, 23:59:59.932331",70.223,187.58708197872627,75.62700000000004,0.1,0.0,-1,20,8948,36641,5381
"-1 day, 23:59:59.916559",72.266,130.12272455336986,86.56700000000005,0.1,0.0,-1,28,8948,36641,5381
"-1 day, 23:59:59.900806",72.66,101.5499138254897,75.41799999999994,0.1,0.0,-1,30,8948,36641,5381
"-1 day, 23:59:59.884827",72.66,87.841549680009194,72.66,0.1,0.0,-1,30,8948,36641,5381
"-1 day, 23:59:59.868979",71.971,84.799100293549174,67.14800000000005,3.9642047506587335,0.0,-1,32,8948,36641,5381
"-1 day, 23:59:59.853490",72.541,76.866735487382158,76.53099999999995,0.1,0.0,-1,40,8948,36641,5381
"-1 day, 23:59:59.837654",72.435,75.37479138146719,71.69300000000004,0.8046001228461348,0.0,-1,52,8948,36641,5381
"-1 day, 23:59:59.821314",72.358,74.271856242769957,71.81900000000002,1.469907193045924,0.0,-1,60,8948,36641,5381
"-1 day, 23:59:59.803930",72.358,73.169942034207125,72.358,1.5756059844573138,3030.608,-1,60,8948,36641,5381
"-1 day, 23:59:59.788438",71.708,72.39707939457098,67.15799999999996,1.0711387633567153,3030.608,-1,72,8948,36641,5381
"-1 day, 23:59:59.773090",71.566,72.008550557641883,70.57200000000003,1.1186716761536821,3030.608,-1,90,8948,36641,5381
"-1 day, 23:59:59.756834",71.207,71.614155608725738,68.69399999999993,1.2268621411962832,3030.608,-1,112,8948,36641,5381
"-1 day, 23:59:59.740914",71.09,71.351281977998383,70.27100000000007,1.4834992767089539,3030.608,-1,120,8948,36641,5381
"-1 day, 23:59:59.725683",70.532,70.939158472039196,66.62599999999995,2.0057294099791383,3030.608,-1,130,8948,36641,5381
"-1 day, 23:59:59.709765",70.427,70.680697560061475,69.69200000000008,2.2056330881575876,3030.608,-1,162,8948,36641,5381
"-1 day, 23:59:59.694225",70.822,70.750651211148465,73.58699999999997,2.6592571806152856,3030.608,-1,200,8948,36641,5381
"-1 day, 23:59:59.678900",70.847,70.798480446121729,71.02199999999993,3.0706871817795256,3030.608,-1,240,8948,36641,5381
"-1 day, 23:59:59.662809",70.847,70.822605885080691,70.847,3.4788532264973231,3030.608,-1,240,8948,36641,5381
"-1 day, 23:59:59.645365",70.094,70.458370670168023,64.823,3.2742712693790228,31021.92,-1,298,8948,36641,5381
"-1 day, 23:59:59.629914",70.063,70.260712251760239,69.84600000000006,2.8630215555884737,31021.92,-1,370,8948,36641,5381
"-1 day, 23:59:59.614760",70.341,70.300864535884273,72.28699999999994,2.9991060052615874,31021.92,-1,456,8948,36641,5381
"-1 day, 23:59:59.599322",70.467,70.383938873334344,71.34900000000003,3.3966758279744349,31021.92,-1,480,8948,36641,5381
"-1 day, 23:59:59.583778",70.043,70.213492210936437,67.07500000000006,3.8926682272058182,31021.92,-1,534,8948,36641,5381
"-1 day, 23:59:59.568651",70.267,70.240243619538504,71.83499999999992,3.7458615165273748,31021.92,-1,656,8948,36641,5381
"-1 day, 23:59:59.552843",70.18,70.210122103607503,69.57100000000008,3.5649369591204274,31021.92,-1,810,8948,36641,5381
"-1 day, 23:59:59.537341",69.672,69.941116405945394,66.11599999999993,3.5439541691399956,31021.92,-1,960,8948,36641,5381
"-1 day, 23:59:59.521966",69.644,69.792575491288545,69.44800000000006,3.7058533080566467,31021.92,-1,962,8948,36641,5381
"-1 day, 23:59:59.506143",69.926,69.859290651704299,71.89999999999998,3.6922985824196441,31021.92,-1,1180,8948,36641,5381
"-1 day, 23:59:59.489456",69.863,69.861145227776348,69.42199999999998,4.018857439507892,0.0,-1,1488,8948,36641,5381
"-1 day, 23:59:59.474066",70.336,70.098612553361292,73.64699999999999,4.4254484229219946,0.0,-1,1834,8948,36641,5381
"-1 day, 23:59:59.458431",70.235,70.166807623903679,69.528,4.3776013511899459,0.0,-1,1920,8948,36641,5381
"-1 day, 23:59:59.442780",69.569,69.867960744850436,64.90700000000002,4.013569213059891,0.0,-1,2180,8948,36641,5381
"-1 day, 23:59:59.427122",69.584,69.7259947751498,69.68900000000001,3.7791608524510383,0.0,-1,2688,8948,36641,5381
"-1 day, 23:59:59.411602",69.608,69.667000960244593,69.77600000000001,3.5797086299243892,0.0,-1,3327,8948,36641,5381
"-1 day, 23:59:59.396122",69.86,69.763508006352438,71.62399999999997,3.9900876651521284,0.0,-1,3840,8948,36641,5381
"-1 day, 23:59:59.380349",69.471,69.617268804467329,66.74800000000003,4.4602824542867667,0.0,-1,3960,8948,36641,5381
"-1 day, 23:59:59.364995",70.141,69.879178402654702,74.83100000000002,4.4387504472418717,0.0,-1,4804,8948,36641,5381
"-1 day, 23:59:59.349759",69.957,69.918089224282369,68.66899999999991,4.4322289262014882,0.0,-1,5634,8948,36641,5381
"-1 day, 23:59:59.332688",70.143,70.030552282446294,71.44500000000005,4.3112908801783103,386258.976,-1,6470,8948,36641,5381
"-1 day, 23:59:59.316997",70.055,70.042776310908607,69.43900000000005,4.3448925054397955,386258.976,-1,7266,8948,36641,5381
"-1 day, 23:59:59.301418",70.232,70.1373937729293,71.47099999999995,3.9053219661010026,386258.976,-1,8111,8948,36641,5381
"-1 day, 23:59:59.285669",70.224,70.18069844260512,70.16800000000003,3.9964321110693537,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.269936",70.274,70.227350747329837,70.62399999999998,3.8730623902786445,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.254186",70.288,70.257676072197043,70.38599999999997,3.869397042004703,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.238505",70.266,70.261838069392411,70.11200000000007,3.7302669542594229,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.222809",70.278,70.269919102941813,70.36200000000001,3.7102938327376362,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.207026",69.936,70.102979887569589,67.54200000000002,3.6248309364729394,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.191140",70.137,70.119990368846231,71.54399999999995,3.6050274744284483,386258.976,-1,8288,8948,36641,5381
"-1 day, 23:59:59.174021",70.259,70.189498896034749,71.113,3.7139230253658639,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.158539",70.121,70.155250283253778,69.15499999999996,3.8236651446942673,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.143021",70.164,70.159625102368992,70.46500000000005,3.9593458765293579,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.127541",70.268,70.213814603493731,70.996,3.7947219922942921,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.111670",70.581,70.397431508187282,72.77200000000002,3.81375200550367,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.096096",70.387,70.392215794493239,69.02899999999998,3.8960301845177994,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.080603",70.396,70.394107832263941,70.459,3.7422730912663984,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.064969",70.476,70.43505517913988,71.03599999999999,3.5658941592919744,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.049439",70.135,70.285044474619184,67.74800000000005,3.3798765612638682,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.033901",70.435,70.360027053823373,72.53499999999998,3.5057500646515032,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:59.016371",70.454,70.407015283581217,70.58699999999993,3.5593227629750741,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:59.000885",70.505,70.456009483818335,70.86200000000001,3.6136294972195717,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.984845",70.537,70.496505970422334,70.76100000000008,3.7435820836196947,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.968193",70.497,70.496752932829608,70.21699999999996,3.4989685961410983,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.952080",70.342,70.419381098884543,69.25699999999999,3.430336892869347,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.935768",70.496,70.457691767283848,71.57399999999997,3.3846218038142908,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.919336",70.443,70.45034596400383,70.07200000000002,3.4162987558946267,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.903468",70.456,70.453172993008664,70.54700000000004,3.4864413197955049,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.887109",70.503,70.478086987095509,70.83199999999998,3.5505830491216468,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.871102",70.537,70.507544169157143,70.77500000000005,3.4667624373671506,959875.92,-1,8288,8948,36641,5381
"-1 day, 23:59:58.853618",70.412,70.459773893617154,69.537,3.480834872585822,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.837702",70.554,70.506888705087519,71.54799999999997,3.4473272227246761,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.822127",70.503,70.504944363568853,70.14599999999999,3.4281637452295386,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.806786",70.518,70.511472220085324,70.623,3.4313708144114692,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.791516",70.513,70.512236111424059,70.47800000000004,3.4711932360495736,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.775875",70.521,70.516618070088654,70.57699999999997,3.3849835172081528,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.760047",70.556,70.536309349103817,70.80099999999997,3.423288867442535,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.743962",70.554,70.545154737560935,70.54000000000003,3.417167365386339,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.728439",70.556,70.550577392610208,70.56999999999996,3.4116787459828202,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.713260",70.563,70.556788727579772,70.61200000000004,3.391361403305484,897904.224,-1,8288,8948,36641,5381
"-1 day, 23:59:58.695804",70.538,70.547394435588018,70.36299999999996,3.3630404881254821,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:58.680366",70.561,70.554197255965192,70.72200000000008,3.3623900380998406,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:58.664765",70.561,70.557598637620757,70.561,3.3647324837453052,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:58.649099",70.547,70.552299341873834,70.44899999999993,3.3651214201954009,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:58.632756",70.546,70.549149679090561,70.53900000000007,3.3716804462077414,0.0,-1,8288,8948,36641,5381
"-1 day, 23:59:58.616650",70.426,70.487577947576895,69.58599999999997,3.340257193133302,0.0,-1,8288,8948,36641,5381
