end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.998081",29.123,29.223000000000003,29.123,0.1,0.0,-1,12,8948,50923,5658
"-1 day, 23:59:59.982139",29.123,58.296000000000006,29.123,0.1,0.0,-1,12,8948,50923,5658
"-1 day, 23:59:59.964686",30.637,74.741429852985434,41.235,0.1,0.0,-1,24,8948,50923,5658
"-1 day, 23:59:59.947025",30.284,82.240930316414762,27.812999999999988,0.1,0.0,-1,26,8948,50923,5658
"-1 day, 23:59:59.929566",30.587,95.578796977685812,32.708000000000006,9.3608643954626096,0.0,-1,46,8948,50923,5658
"-1 day, 23:59:59.912221",30.336,55.108997460304671,28.57899999999999,0.1,0.0,-1,58,8948,50923,5658
"-1 day, 23:59:59.895159",31.222,44.13406306457113,37.42400000000002,0.1,0.0,-1,82,8948,50923,5658
"-1 day, 23:59:59.877783",29.408,36.695951059672446,16.71,0.1,0.0,-1,130,8948,50923,5658
"-1 day, 23:59:59.857958",32.59,35.44746880701647,54.86400000000002,0.83677250093146449,583.536,-1,146,8948,50923,5658
"-1 day, 23:59:59.840187",34.52,34.792442998444756,48.03,1.137125041726873,583.536,-1,156,8948,50923,5658
"-1 day, 23:59:59.822477",34.983,34.698072106611136,38.223999999999954,0.7219226038509724,583.536,-1,180,8948,50923,5658
"-1 day, 23:59:59.806071",29.742,32.617921575821583,-6.944999999999972,0.1,583.536,-1,330,8948,50923,5658
"-1 day, 23:59:59.790263",29.972,34.624367123330266,31.582000000000004,0.1,583.536,-1,418,8948,50923,5658
"-1 day, 23:59:59.774792",31.049,33.312348137651398,38.58799999999999,0.1,583.536,-1,542,8948,50923,5658
"-1 day, 23:59:59.757308",37.907,34.815788296314267,85.91299999999998,2.0911177859309746,583.536,-1,542,8948,50923,5658
"-1 day, 23:59:59.739326",45.716,40.173267458514609,100.37900000000003,6.3612840743358428,583.536,-1,544,8948,50923,5658
"-1 day, 23:59:59.722067",47.989,44.057364785902692,63.89999999999997,4.4632958102898668,583.536,-1,568,8948,50923,5658
"-1 day, 23:59:59.704847",29.986,39.253786902329402,-96.03499999999997,0.1,583.536,-1,958,8948,50923,5658
