end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999950",29.845,29.945,29.845,0.1,152.088,-1,18,8948,39762,5659
"-1 day, 23:59:59.985792",29.845,59.739999999999995,29.845,0.1,152.088,-1,18,8948,39762,5659
"-1 day, 23:59:59.971128",30.676,75.68029547194881,36.492999999999995,0.1,152.088,-1,26,8948,39762,5659
"-1 day, 23:59:59.956459",30.877,83.649254056553943,32.284000000000006,0.1,152.088,-1,36,8948,39762,5659
"-1 day, 23:59:59.942473",30.465,98.554772604732563,27.581000000000007,11.388748326388612,152.088,-1,46,8948,39762,5659
"-1 day, 23:59:59.928194",30.212,54.543502575029649,28.441,0.1,152.088,-1,72,8948,39762,5659
"-1 day, 23:59:59.913469",29.975,42.85515305136564,28.316000000000013,0.1,152.088,-1,88,8948,39762,5659
"-1 day, 23:59:59.898883",30.196,36.426198380803697,31.743000000000002,0.1,152.088,-1,142,8948,39762,5659
"-1 day, 23:59:59.884577",29.596,33.572719469938235,25.39599999999999,1.1269134919277213,152.088,-1,172,8948,39762,5659
"-1 day, 23:59:59.868803",29.792,31.406954663390412,31.164000000000012,1.028457223405103,0.0,-1,286,8948,39762,5659
"-1 day, 23:59:59.854762",29.409,30.391680970440586,26.72799999999998,1.1513944099599478,0.0,-1,351,8948,39762,5659
"-1 day, 23:59:59.840815",29.35,29.844160088649677,28.93700000000002,1.1541946427372762,0.0,-1,549,8948,39762,5659
"-1 day, 23:59:59.826809",29.35,29.590809477438206,29.35,1.5211015347332968,0.0,-1,672,8948,39762,5659
"-1 day, 23:59:59.812528",29.362,29.46244463873192,29.445999999999977,1.5512038861649469,0.0,-1,1060,8948,39762,5659
"-1 day, 23:59:59.798098",29.255,29.355621364037479,28.506000000000004,1.8193432218101233,0.0,-1,1314,8948,39762,5659
"-1 day, 23:59:59.783591",29.493,29.422221090625751,31.158999999999995,1.871217897526456,0.0,-1,2072,8948,39762,5659
"-1 day, 23:59:59.769100",29.712,29.566594359730296,31.245000000000008,1.9353107315347555,0.0,-1,2565,8948,39762,5659
"-1 day, 23:59:59.754831",31.588,30.578540171136694,44.72000000000001,2.1672156434858372,0.0,151,2613,8948,39762,5659
"-1 day, 23:59:59.740704",30.482,30.530071857334494,22.739999999999988,2.1716590989334961,0.0,517,1899,8948,39762,5659
"-1 day, 23:59:59.724686",30.499,30.5144905474212,30.617999999999995,1.4844451221593988,82099.872,1094,1203,8948,39762,5659
"-1 day, 23:59:59.709278",29.759,30.137044815305671,24.57900000000001,0.61100245283126287,82099.872,1094,1203,8948,39762,5659
"-1 day, 23:59:59.695016",29.323,30.103487238741366,26.271,0.1,82099.872,1094,1539,8948,39762,5659
"-1 day, 23:59:59.680512",29.213,29.473879281894781,28.443000000000005,0.68820875680291804,82099.872,1094,1539,8948,39762,5659
"-1 day, 23:59:59.666330",29.74,29.606971117314451,33.42899999999998,1.1181258674456627,82099.872,1094,1539,8948,39762,5659
"-1 day, 23:59:59.651839",29.725,29.665826590137666,29.620000000000022,1.880743274655408,82099.872,1094,1540,8948,39762,5659
"-1 day, 23:59:59.637418",29.314,29.48988038370673,26.43699999999999,2.0866618365700687,82099.872,1094,1540,8948,39762,5659
"-1 day, 23:59:59.623148",29.759,29.624444315867958,32.874,1.9407778072272965,82099.872,1094,1541,8948,39762,5659
"-1 day, 23:59:59.609005",29.248,29.436268550219864,25.671000000000006,1.6476586005462881,82099.872,1094,1541,8948,39762,5659
"-1 day, 23:59:59.594760",29.57,29.503143890492012,31.823999999999995,1.7458766232824712,82099.872,1094,1542,8948,39762,5659
"-1 day, 23:59:59.578728",29.2,29.351605983274542,26.609999999999992,1.9018365786532152,917383.104,1094,1542,8948,39762,5659
"-1 day, 23:59:59.564721",29.549,29.450315299142055,31.992,1.7732104407664837,917383.104,1094,1543,8948,39762,5659
"-1 day, 23:59:59.550715",29.344,29.397162036276924,27.909000000000013,2.0504435181390113,917383.104,1094,1543,8948,39762,5659
"-1 day, 23:59:59.536491",29.462,29.429581496110014,30.28799999999999,1.9300942601743465,917383.104,1094,1544,8948,39762,5659
"-1 day, 23:59:59.522410",29.428,29.42879073789814,29.19000000000001,2.0691947657275547,917383.104,1094,1544,8948,39762,5659
"-1 day, 23:59:59.508272",29.51,29.469397354874992,30.084000000000007,1.91090079188891,917383.104,1094,1544,8948,39762,5659
"-1 day, 23:59:59.493657",29.296,29.382708619223244,27.797999999999984,1.9862954908945447,917383.104,1094,1545,8948,39762,5659
"-1 day, 23:59:59.479304",29.354,29.368354523826522,29.759999999999998,1.8913632483986416,917383.104,1094,1545,8948,39762,5659
"-1 day, 23:59:59.465239",29.355,29.361677392641067,29.36200000000001,1.9192107849752289,917383.104,1094,1546,8948,39762,5659
"-1 day, 23:59:59.451244",29.458,29.409841799433298,30.178999999999984,1.9602067468261339,917383.104,1094,1546,8948,39762,5659
"-1 day, 23:59:59.435514",29.349,29.379422100626186,28.586000000000013,2.077186033578422,0.0,1094,1547,8948,39762,5659
"-1 day, 23:59:59.421484",29.4,29.389711121138205,29.756999999999987,2.0152510464361915,0.0,1094,1547,8948,39762,5659
"-1 day, 23:59:59.407439",29.415,29.402355762875739,29.520000000000003,1.9948600376552772,0.0,1094,1548,8948,39762,5659
"-1 day, 23:59:59.393406",29.537,29.469683684753946,30.391,1.9812311366179522,0.0,1094,1548,8948,39762,5659
"-1 day, 23:59:59.378953",29.416,29.442842789248626,28.56900000000001,2.0293108455710378,0.0,1094,1549,8948,39762,5659
"-1 day, 23:59:59.364681",29.418,29.430421571176485,29.43199999999999,1.9556946788859133,0.0,1094,1549,8948,39762,5659
"-1 day, 23:59:59.350521",29.409,29.419710950672403,29.345999999999997,1.9110627378165752,0.0,1094,1550,8948,39762,5659
"-1 day, 23:59:59.336411",29.374,29.396856177246068,29.128999999999998,1.8759654930295611,0.0,1094,1550,8948,39762,5659
"-1 day, 23:59:59.322442",29.448,29.422428981822446,29.96600000000001,1.9626933960961572,0.0,1094,1551,8948,39762,5659
"-1 day, 23:59:59.308328",29.337,29.379716900331442,28.559999999999995,1.9658173345005241,0.0,1094,1551,8948,39762,5659
"-1 day, 23:59:59.292081",29.454,29.416860253424783,30.273000000000007,1.9767556402120079,936717.696,1094,1552,8948,39762,5659
"-1 day, 23:59:59.277558",29.444,29.430430355772025,29.373999999999988,1.9979261992298656,936717.696,1094,1552,8948,39762,5659
"-1 day, 23:59:59.263513",29.446,29.438215247621962,29.46000000000002,1.9769050572501936,936717.696,1094,1553,8948,39762,5659
"-1 day, 23:59:59.249242",29.385,29.411608542488999,28.958000000000002,1.9952101771654505,936717.696,1094,1553,8948,39762,5659
"-1 day, 23:59:59.234874",29.437,29.424304476224055,29.801,1.9199715943229647,936717.696,1094,1554,8948,39762,5659
"-1 day, 23:59:59.220578",29.359,29.391653648318812,28.813000000000006,1.931968682642814,936717.696,1094,1554,8948,39762,5659
"-1 day, 23:59:59.206409",29.579,29.485338436054363,31.118999999999993,1.9664117873098852,936717.696,1094,1555,8948,39762,5659
"-1 day, 23:59:59.192094",29.4,29.442671570427617,28.146999999999984,2.0007344504297695,936717.696,1094,1555,8948,39762,5659
"-1 day, 23:59:59.177781",29.412,29.427336036907406,29.496000000000002,1.9458057991699296,936717.696,1094,1556,8948,39762,5659
"-1 day, 23:59:59.163612",29.227,29.327181169970096,27.93200000000001,1.9101018734370916,936717.696,1094,1556,8948,39762,5659
"-1 day, 23:59:59.147737",29.431,29.379094271160444,30.859000000000005,1.8415042747970061,0.0,1094,1557,8948,39762,5659
"-1 day, 23:59:59.133750",29.372,29.375547304387453,28.958999999999993,2.001861359072004,0.0,1094,1557,8948,39762,5659
"-1 day, 23:59:59.119469",29.453,29.414275542120411,30.019999999999996,2.0447104400626168,0.0,1094,1558,8948,39762,5659
"-1 day, 23:59:59.104814",29.385,29.399637982580369,28.909000000000017,2.0909599607533962,0.0,1094,1558,8948,39762,5659
"-1 day, 23:59:59.090865",29.349,29.374319761973865,29.09699999999999,1.9546592109511705,0.0,1094,1559,8948,39762,5659
"-1 day, 23:59:59.076161",29.381,29.377659919866851,29.605,1.9696749045076216,0.0,1094,1559,8948,39762,5659
"-1 day, 23:59:59.061818",29.391,29.384330021687763,29.460999999999984,1.9552965456901841,0.0,1094,1560,8948,39762,5659
"-1 day, 23:59:59.047629",29.406,29.395165166191724,29.511000000000003,2.014429123370828,0.0,1094,1560,8948,39762,5659
"-1 day, 23:59:59.033280",29.429,29.41208294890501,29.589999999999996,2.0276597434700392,0.0,1094,1561,8948,39762,5659
"-1 day, 23:59:59.018975",29.452,29.432041979770741,29.613000000000024,2.004875417825144,0.0,1094,1561,8948,39762,5659
"-1 day, 23:59:59.003267",29.449,29.440521082246253,29.428,1.9902911770497851,944292.816,1094,1562,8948,39762,5659
"-1 day, 23:59:58.988829",29.391,29.415761328887484,28.984999999999975,1.959281304570212,944292.816,1094,1562,8948,39762,5659
"-1 day, 23:59:58.974772",29.411,29.413380677305504,29.551000000000023,1.9301361743414192,944292.816,1094,1563,8948,39762,5659
"-1 day, 23:59:58.960487",29.445,29.429190670628966,29.682999999999993,1.9315504326295931,944292.816,1094,1563,8948,39762,5659
"-1 day, 23:59:58.946432",29.428,29.428595337668128,29.309000000000005,1.9573548410412336,944292.816,1094,1563,8948,39762,5659
"-1 day, 23:59:58.931657",29.418,29.423297705216264,29.34799999999999,1.9791118482914201,944292.816,1094,1564,8948,39762,5659
"-1 day, 23:59:58.917565",29.43,29.426648866553247,29.514000000000003,1.953952440575317,944292.816,1094,1564,8948,39762,5659
"-1 day, 23:59:58.903269",29.401,29.413824648994591,29.198,1.9379364326444966,944292.816,1094,1565,8948,39762,5659
"-1 day, 23:59:58.888639",29.459,29.436412997919902,29.865,1.9554695911193671,944292.816,1094,1565,8948,39762,5659
"-1 day, 23:59:58.874000",29.225,29.330721199483548,27.587000000000014,1.9398264569320185,944292.816,1094,1566,8948,39762,5659
"-1 day, 23:59:58.858206",29.419,29.374863196753264,30.776999999999994,1.9318279181736908,0.0,1094,1566,8948,39762,5659
"-1 day, 23:59:58.844011",29.331,29.352932255572796,28.714999999999993,1.9746737156119332,0.0,1094,1567,8948,39762,5659
"-1 day, 23:59:58.829794",29.43,29.391468048553953,30.123,2.0082974971059619,0.0,1094,1567,8948,39762,5659
"-1 day, 23:59:58.815163",29.226,29.308742849263268,27.797999999999995,2.0818142382619573,0.0,1094,1568,8948,39762,5659
"-1 day, 23:59:58.801245",29.418,29.363375040063868,30.762,1.9739634008958198,0.0,1094,1568,8948,39762,5659
"-1 day, 23:59:58.787186",29.418,29.39068854641679,29.418,2.0443743873753788,0.0,1094,1569,8948,39762,5659
"-1 day, 23:59:58.772957",29.465,29.427845990594871,29.794000000000004,2.0415705795573649,0.0,1094,1569,8948,39762,5659
"-1 day, 23:59:58.758668",29.416,29.421923028895502,29.073000000000004,2.0948568147563016,0.0,1094,1570,8948,39762,5659
"-1 day, 23:59:58.744287",29.427,29.424461503919026,29.503999999999994,1.9542433636219601,0.0,1094,1570,8948,39762,5659
"-1 day, 23:59:58.730015",29.514,29.4692333265596,30.122999999999998,1.953367463732856,0.0,1094,1571,8948,39762,5659
"-1 day, 23:59:58.713783",29.442,29.455616927017488,28.938000000000006,1.9425408004651854,952517.232,1094,1571,8948,39762,5659
"-1 day, 23:59:58.699550",29.479,29.467308652058424,29.737999999999992,1.9531574581035527,952517.232,1094,1572,8948,39762,5659
"-1 day, 23:59:58.685256",29.491,29.479154511446005,29.575000000000003,1.9251278121326472,952517.232,1094,1572,8948,39762,5659
"-1 day, 23:59:58.671070",29.249,29.364094785740296,27.554999999999993,1.8641377657469875,952517.232,1094,1573,8948,39762,5659
