end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999953",50.681,50.780999999999999,50.681,0.1,2656206.216,1713,1882,8948,60692,5646
"-1 day, 23:59:59.985900",50.146,100.61285158814329,46.401000000000025,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.971907",50.452,126.04058017250169,52.59399999999998,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.957447",50.54,140.13342361249798,51.156000000000006,1.4670717767649002,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.943272",51.249,144.98142797333978,56.212000000000025,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.929363",50.366,130.35687887391268,44.18499999999998,33.273234219284213,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.915190",50.316,61.036573067475132,49.96600000000002,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.900746",51.073,56.202790446945542,56.371999999999986,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.886131",51.13,53.674011609179168,51.52900000000002,0.1,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.871775",50.355,52.805326097086464,44.92999999999996,1.415112842806278,2656206.216,1713,1883,8948,60692,5646
"-1 day, 23:59:59.855849",50.277,51.797480621525708,49.73100000000003,1.2924786917237827,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.841759",50.295,51.166037946791427,50.42100000000001,0.99998399299883323,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.827774",50.298,50.821967918894266,50.319,1.4243256206061112,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.813632",50.275,50.535140993594645,50.113999999999976,1.9764104761623116,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.799115",50.435,50.462784092782847,51.55500000000003,2.013318799082358,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.785054",50.356,50.404822711898767,49.803,2.0068162258547027,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.770917",50.278,50.340466102177665,49.73199999999998,1.9690172914401691,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.756821",50.365,50.35260867536428,50.974000000000025,1.9281093861233622,664590.528,1713,1884,8948,60692,5646
"-1 day, 23:59:59.742668",50.58,50.46634451185642,52.08499999999997,1.9007189215195794,664590.528,1713,1885,8948,60692,5646
"-1 day, 23:59:59.728262",50.373,50.419700045237789,48.92399999999999,1.9753401225445959,664590.528,1713,1885,8948,60692,5646
"-1 day, 23:59:59.712424",50.272,50.345838771509889,49.565000000000005,1.9192369020498783,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.698349",50.282,50.31392552863764,50.35199999999998,1.7875172446643393,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.684389",50.339,50.326475815159512,50.738000000000014,1.7559575816260791,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.670414",50.439,50.38274753199093,51.13900000000001,1.9610712346356736,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.655721",50.921,50.651973712087738,54.294999999999995,2.0845097002249173,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.641656",50.802,50.72698959893718,49.969,2.0742630757115492,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.627406",51.019,50.873021941828014,52.53799999999999,1.9197154980946867,0.0,1713,1885,8948,60692,5646
"-1 day, 23:59:59.613005",51.092,50.982528397416523,51.603,1.6857710742132721,0.0,1713,1886,8948,60692,5646
"-1 day, 23:59:59.599115",51.114,51.04827282107,51.26799999999999,1.377299856593837,0.0,1713,1886,8948,60692,5646
"-1 day, 23:59:59.585106",50.831,50.939659006471132,48.850000000000044,1.319739119924545,0.0,1713,1886,8948,60692,5646
"-1 day, 23:59:59.569406",50.348,50.643994283406279,46.96699999999997,1.0451368397703982,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.555349",50.544,50.594018390914528,51.91599999999998,1.0019677768990958,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.540901",50.638,50.616016851090869,51.29600000000001,1.2280042798509663,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.526686",50.335,50.475552832817307,48.21400000000002,1.5822643948021984,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.512119",50.322,50.398782314483604,50.231000000000016,1.7781422185449716,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.497817",50.397,50.397888300260853,50.92199999999997,1.6586527761592309,657015.408,1713,1886,8948,60692,5646
"-1 day, 23:59:59.483432",50.209,50.303458839781641,48.893000000000036,1.7173151114523926,657015.408,1713,1887,8948,60692,5646
"-1 day, 23:59:59.469333",50.307,50.305229055446134,50.992999999999995,1.910923007371768,657015.408,1713,1887,8948,60692,5646
"-1 day, 23:59:59.455093",50.565,50.435139581096976,52.37099999999997,1.9593770252016853,657015.408,1713,1887,8948,60692,5646
"-1 day, 23:59:59.440910",50.485,50.460069959727321,49.92500000000001,1.994323688358109,657015.408,1713,1887,8948,60692,5646
"-1 day, 23:59:59.425351",50.326,50.393040989229533,49.21300000000001,2.0096735621088309,0.0,1713,1887,8948,60692,5646
"-1 day, 23:59:59.411026",50.417,50.405020553640028,51.05400000000001,1.8327927545785494,0.0,1713,1887,8948,60692,5646
"-1 day, 23:59:59.397141",50.449,50.427011094134244,50.67299999999997,1.7304595894262718,0.0,1713,1887,8948,60692,5646
"-1 day, 23:59:59.383033",50.333,50.380008937153143,49.521,1.8315857325627589,0.0,1713,1887,8948,60692,5646
"-1 day, 23:59:59.368787",50.322,50.351005702006603,50.24500000000003,1.8814032089344535,0.0,1713,1887,8948,60692,5646
"-1 day, 23:59:59.354507",50.374,50.362503011405195,50.738,1.8284613546595718,0.0,1713,1888,8948,60692,5646
"-1 day, 23:59:59.340326",50.366,50.364251517545895,50.30999999999998,1.864879136119078,0.0,1713,1888,8948,60692,5646
"-1 day, 23:59:59.326162",50.436,50.400127629345562,50.926,1.9487986763992891,0.0,1713,1888,8948,60692,5646
"-1 day, 23:59:59.311912",50.378,50.389063956736919,49.972,1.9354844059826442,0.0,1713,1888,8948,60692,5646
"-1 day, 23:59:59.297492",50.337,50.363032924218217,50.050000000000026,1.8799394077617912,0.0,1713,1889,8948,60692,5646
"-1 day, 23:59:59.282114",50.324,50.343517011311683,50.23299999999996,1.8578121348199321,680750.784,1713,1889,8948,60692,5646
"-1 day, 23:59:59.267971",50.28,50.311759961512116,49.97200000000002,1.8354761561066462,680750.784,1713,1889,8948,60692,5646
"-1 day, 23:59:59.253807",50.375,50.343381446131978,51.03999999999999,1.9024760378381456,680750.784,1713,1889,8948,60692,5646
"-1 day, 23:59:59.239916",50.591,50.467212700942248,52.10300000000001,1.9801422703225522,680750.784,1713,1890,8948,60692,5646
"-1 day, 23:59:59.225721",50.31,50.388614666465315,48.34300000000001,1.9838285570696612,680750.784,1713,1890,8948,60692,5646
"-1 day, 23:59:59.211713",50.341,50.36480797161164,50.55799999999999,1.9077614446041451,680750.784,1713,1890,8948,60692,5646
"-1 day, 23:59:59.197046",50.357,50.360904076941466,50.46899999999999,1.7979606061864295,680750.784,1713,1891,8948,60692,5646
"-1 day, 23:59:59.182685",50.288,50.324454061120846,49.80499999999998,1.7623734903121429,680750.784,1713,1891,8948,60692,5646
"-1 day, 23:59:59.168553",50.28,50.302227835317503,50.22400000000003,1.9317731580368505,680750.784,1713,1891,8948,60692,5646
"-1 day, 23:59:59.154539",50.474,50.388124489897393,51.831999999999965,1.936748218372226,680750.784,1713,1892,8948,60692,5646
"-1 day, 23:59:59.138691",50.386,50.387062140971963,49.770000000000046,1.9691525116469031,670867.056,1713,1892,8948,60692,5646
"-1 day, 23:59:59.124584",50.396,50.391531046846119,50.46599999999999,1.9792527296554503,670867.056,1713,1892,8948,60692,5646
"-1 day, 23:59:59.110093",50.372,50.381765638042751,50.20399999999999,1.9111211824343195,670867.056,1713,1893,8948,60692,5646
"-1 day, 23:59:59.096025",50.383,50.382382829590995,50.46000000000002,1.8129845227548784,670867.056,1713,1893,8948,60692,5646
"-1 day, 23:59:59.081937",50.303,50.342693696099374,49.74299999999996,1.8652907186776284,670867.056,1713,1893,8948,60692,5646
"-1 day, 23:59:59.067818",50.316,50.329347108270916,50.40700000000004,1.8598266199475562,670867.056,1713,1894,8948,60692,5646
"-1 day, 23:59:59.053893",50.366,50.347674042148469,50.71599999999998,1.8923441870947351,670867.056,1713,1894,8948,60692,5646
"-1 day, 23:59:59.039864",50.42,50.383838893679375,50.798000000000016,1.9302723304157681,670867.056,1713,1895,8948,60692,5646
"-1 day, 23:59:59.025804",50.342,50.362920048667078,49.79599999999998,1.9683066297394862,670867.056,1713,1895,8948,60692,5646
"-1 day, 23:59:59.011765",50.35,50.356460066519105,50.40600000000002,1.9200877895100121,670867.056,1713,1896,8948,60692,5646
"-1 day, 23:59:58.995691",50.38,50.368230228956847,50.59000000000001,1.8788499325292958,0.0,1713,1896,8948,60692,5646
"-1 day, 23:59:58.981536",50.381,50.374615176785156,50.387999999999984,1.8784403644053744,0.0,1713,1897,8948,60692,5646
"-1 day, 23:59:58.967338",50.319,50.346808692376086,49.88500000000002,1.9166460659976043,0.0,1713,1897,8948,60692,5646
"-1 day, 23:59:58.952937",50.42,50.383406237910343,51.126999999999995,1.9025100332851981,0.0,1713,1897,8948,60692,5646
"-1 day, 23:59:58.938646",50.446,50.414704506768494,50.62799999999997,1.9060425375551302,0.0,1713,1898,8948,60692,5646
"-1 day, 23:59:58.924138",50.403,50.408852300837118,50.102000000000004,1.9139144446317211,0.0,1713,1898,8948,60692,5646
"-1 day, 23:59:58.909932",50.434,50.421426371871924,50.65099999999999,1.9061756647120949,0.0,1713,1899,8948,60692,5646
"-1 day, 23:59:58.896067",50.314,50.367717262925844,49.47400000000002,1.8211037195401163,0.0,1713,1899,8948,60692,5646
"-1 day, 23:59:58.882164",50.354,50.360858754049559,50.63399999999999,1.8084132936160078,0.0,1713,1900,8948,60692,5646
"-1 day, 23:59:58.868087",50.352,50.356429424706803,50.33799999999998,1.8487552659984012,0.0,1713,1900,8948,60692,5646
"-1 day, 23:59:58.851917",50.375,50.365714836467475,50.53600000000002,1.8767027804100249,679019.328,1713,1901,8948,60692,5646
"-1 day, 23:59:58.837886",50.437,50.401359257754493,50.87099999999998,1.9521870814585147,679019.328,1713,1902,8948,60692,5646
"-1 day, 23:59:58.824032",50.332,50.366681302197861,49.59700000000002,1.9160343016960628,679019.328,1713,1902,8948,60692,5646
"-1 day, 23:59:58.809798",50.345,50.355840813082231,50.435999999999986,1.8865071089678138,679019.328,1713,1903,8948,60692,5646
"-1 day, 23:59:58.795382",50.472,50.413925201319408,51.36100000000002,1.8769306320035988,679019.328,1713,1903,8948,60692,5646
"-1 day, 23:59:58.780962",50.345,50.379464313976442,49.45599999999998,1.8779453049889907,679019.328,1713,1904,8948,60692,5646
"-1 day, 23:59:58.766929",50.344,50.361732613534663,50.33700000000002,1.9092109459955373,679019.328,1713,1904,8948,60692,5646
"-1 day, 23:59:58.752807",50.369,50.365366315815145,50.54399999999999,1.8676098991659629,679019.328,1713,1905,8948,60692,5646
"-1 day, 23:59:58.738581",50.394,50.379683456954368,50.56899999999999,1.8423189553919175,679019.328,1713,1906,8948,60692,5646
"-1 day, 23:59:58.724317",50.308,50.343843595066161,49.70600000000001,1.9191829676764107,679019.328,1713,1906,8948,60692,5646
"-1 day, 23:59:58.708434",50.367,50.355421970280801,50.77999999999998,1.9018466284759936,0.0,1713,1907,8948,60692,5646
"-1 day, 23:59:58.694438",50.362,50.358710998448153,50.327000000000034,1.8938130701180331,0.0,1713,1908,8948,60692,5646
"-1 day, 23:59:58.680124",50.339,50.348855637652569,50.177999999999976,1.9017502695045274,0.0,1713,1908,8948,60692,5646
"-1 day, 23:59:58.665843",50.302,50.32542859784828,50.043000000000006,1.9288396049991416,0.0,1713,1909,8948,60692,5646
"-1 day, 23:59:58.651615",50.345,50.33521442958255,50.645999999999994,1.8950106049654198,0.0,1713,1910,8948,60692,5646
"-1 day, 23:59:58.637309",50.445,50.390111481871187,51.14500000000001,1.9315905339451345,0.0,1713,1910,8948,60692,5646
"-1 day, 23:59:58.623039",50.328,50.359057079428588,49.50900000000002,1.9542050516284668,0.0,1713,1911,8948,60692,5646
"-1 day, 23:59:58.608694",50.369,50.364028556481806,50.65599999999998,1.9355588513489912,0.0,1713,1912,8948,60692,5646
"-1 day, 23:59:58.594831",50.312,50.338015220251947,49.91299999999998,1.8785793232833132,0.0,1713,1912,8948,60692,5646
"-1 day, 23:59:58.580151",50.421,50.37951005776489,51.18400000000001,1.8612135114603634,0.0,1713,1913,8948,60692,5646
"-1 day, 23:59:58.564563",50.299,50.339257369571222,49.445,1.9312952536372814,677720.736,1713,1914,8948,60692,5646
"-1 day, 23:59:58.550208",50.412,50.375630528036524,51.202999999999996,1.9097497015564091,677720.736,1713,1914,8948,60692,5646
"-1 day, 23:59:58.536017",50.401,50.388315490141096,50.324000000000034,1.9323456658840759,677720.736,1713,1915,8948,60692,5646
