end,socket,rtt,seconds,bits_per_second,bytes,start,retransmits,rttvar,pmtu,snd_cwnd
0.10009098052978516,16,50011,0.10009098052978516,12571474405.983631,157286400,0,0,18780,9000,89480
0.20014286041259766,16,50131,0.1000518798828125,0,0,0.10009098052978516,0,1987,9000,143168
0.300123929977417,16,51850,0.09998106956481934,0,0,0.20014286041259766,0,121,9000,572672
0.4000728130340576,16,50343,0.09994888305664062,209822454.82538834,2621440,0.300123929977417,0,192,9000,2290688
0.5000569820404053,16,50140,0.09998416900634766,629245215.7701663,7864320,0.4000728130340576,0,47,9000,9162752
0.6000559329986572,16,50579,0.09999895095825195,2411750100.2654104,30146560,0.5000569820404053,0,33,9000,36651008
0.7000679969787598,16,50603,0.10001206398010254,4193798061.036376,52428800,0.6000559329986572,0,39,9000,49652452
0.8000547885894775,16,50602,0.09998679161071777,3985115169.5249357,49807360,0.7000679969787598,0,34,9000,49652452
0.9000558853149414,16,50828,0.10000109672546387,3669975750.441427,45875200,0.8000547885894775,0,54,9000,49652452
1.0000619888305664,16,50904,0.100006103515625,3460089612.889838,43253760,0.9000558853149414,0,28,9000,49652452
1.10005784034729,16,50887,0.09999585151672363,3250720455.594462,40632320,1.0000619888305664,0,41,9000,49652452
1.2000739574432373,16,50945,0.10001611709594727,3145221081.7005086,39321600,1.10005784034729,0,44,9000,49652452
1.3000688552856445,16,50979,0.09999489784240723,3145888508.1893806,39321600,1.2000739574432373,0,41,9000,49652452
1.4000699520111084,16,50999,0.10000109672546387,3040837050.365754,38010880,1.3000688552856445,0,66,9000,49652452
1.5000548362731934,16,50955,0.09998488426208496,3146203571.8862,39321600,1.4000699520111084,0,56,9000,49652452
1.600059986114502,16,50931,0.1000051498413086,3040713808.064236,38010880,1.5000548362731934,0,49,9000,49652452
1.7000558376312256,16,51147,0.09999585151672363,3040996555.2335286,38010880,1.600059986114502,0,49,9000,49652452
1.800055980682373,16,51142,0.10000014305114746,2936008600.006008,36700160,1.7000558376312256,0,35,9000,49652452
1.9000558853149414,16,51159,0.09999990463256836,2936015600.0026703,36700160,1.800055980682373,0,43,9000,49652452
2.000067949295044,16,51128,0.10001206398010254,2830813691.199554,35389440,1.9000558853149414,0,45,9000,49652452
2.100054979324341,16,51143,0.09998703002929688,2831522447.6319103,35389440,2.000067949295044,0,43,9000,49652452
2.2000629901885986,16,51161,0.10000801086425781,2935777618.8400435,36700160,2.100054979324341,0,23,9000,49652452
2.3000729084014893,16,51158,0.10000991821289062,2830874427.84758,35389440,2.2000629901885986,0,37,9000,49652452
2.400057792663574,16,51136,0.09998488426208496,2831583214.69758,35389440,2.3000729084014893,0,22,9000,49652452
2.5000557899475098,16,51131,0.09999799728393555,2831211901.135563,35389440,2.400057792663574,0,36,9000,49652452
2.6000568866729736,16,51153,0.10000109672546387,2831124150.3405294,35389440,2.5000557899475098,0,28,9000,49652452
2.7000558376312256,16,51139,0.09999895095825195,2936043600.323108,36700160,2.6000568866729736,0,32,9000,49652452
2.800055980682373,16,51168,0.10000014305114746,2831151150.0057936,35389440,2.7000558376312256,0,72,9000,49652452
2.900061845779419,16,51207,0.1000058650970459,2830989159.7384224,35389440,2.800055980682373,0,37,9000,49652452
3.000060796737671,16,51176,0.09999895095825195,2831184900.3115687,35389440,2.900061845779419,0,38,9000,49652452
3.1000618934631348,16,51175,0.10000109672546387,2726267700.327917,34078720,3.000060796737671,0,49,9000,49652452
3.2000558376312256,16,51189,0.09999394416809082,2831326660.3833528,35389440,3.1000618934631348,0,42,9000,49652452
3.3000569343566895,16,51178,0.10000109672546387,2831124150.3405294,35389440,3.2000558376312256,0,45,9000,49652452
3.4000627994537354,16,51159,0.1000058650970459,2935840610.099105,36700160,3.3000569343566895,0,17,9000,49652452
3.5000758171081543,16,51234,0.10001301765441895,2830786697.9703207,35389440,3.4000627994537354,0,108,9000,49652452
3.6000559329986572,16,51234,0.09998011589050293,2831718261.9598565,35389440,3.5000758171081543,0,72,9000,49652452
3.7000558376312256,16,51147,0.09999990463256836,2726300200.0024796,34078720,3.6000559329986572,0,42,9000,49652452
3.8000619411468506,16,51159,0.100006103515625,2830982410.5462313,35389440,3.7000558376312256,0,32,9000,49652452
3.900054931640625,16,51075,0.09999299049377441,2936218614.426575,36700160,3.8000619411468506,0,24,9000,49652452
4.000057935714722,16,51144,0.10000300407409668,2831070152.5548882,35389440,3.900054931640625,0,59,9000,49652452
4.100063800811768,16,51023,0.1000058650970459,2935840610.099105,36700160,4.000057935714722,0,33,9000,49652452
4.200072765350342,16,51104,0.10000896453857422,2935749623.5925508,36700160,4.100063800811768,0,22,9000,49652452
4.300055980682373,16,51132,0.09998321533203125,2936505682.7287297,36700160,4.200072765350342,0,35,9000,49652452
4.400061845779419,16,51128,0.1000058650970459,2830989159.7384224,35389440,4.300055980682373,0,47,9000,49652452
4.50005578994751,16,51176,0.09999394416809082,2831326660.3833528,35389440,4.400061845779419,0,35,9000,49652452
4.600055932998657,16,51206,0.10000014305114746,2831151150.0057936,35389440,4.50005578994751,0,65,9000,49652452
4.700060844421387,16,51174,0.10000491142272949,2935868607.081924,36700160,4.600055932998657,0,43,9000,49652452
4.8000569343566895,16,51181,0.09999608993530273,2831265904.328611,35389440,4.700060844421387,0,83,9000,49652452
4.900061845779419,16,51170,0.10000491142272949,2831016156.828998,35389440,4.8000569343566895,0,28,9000,49652452
5.000062942504883,16,51177,0.10000109672546387,2831124150.3405294,35389440,4.900061845779419,0,43,9000,49652452
