end,ertt,lHat,samplertt,controlRate,throughput,retransmits,cwnd,mss,txPort,rxPort
"-1 day, 23:59:59.999943",50.159,50.259,50.159,0.1,4.704,-1,16,8948,39379,5642
"-1 day, 23:59:59.984306",50.159,100.36799999999999,50.159,0.1,1157.4,-1,16,8948,39379,5642
"-1 day, 23:59:59.970140",50.159,125.42249999999999,50.159,0.1,1157.4,-1,16,8948,39379,5642
"-1 day, 23:59:59.954076",51.133,138.92560848604654,57.95100000000003,0.1,1157.4,-1,20,8948,39379,5642
"-1 day, 23:59:59.938220",52.675,180.8826109278906,63.46899999999996,34.35,1157.4,-1,30,8948,39379,5642
"-1 day, 23:59:59.924125",52.813,88.383521083756094,53.77900000000004,0.1,1157.4,-1,32,8948,39379,5642
"-1 day, 23:59:59.910045",52.171,71.144606818281275,47.67699999999998,0.1,1157.4,-1,34,8948,39379,5642
"-1 day, 23:59:59.895988",52.343,63.147051460432699,53.54700000000003,0.1,1157.4,-1,44,8948,39379,5642
"-1 day, 23:59:59.881375",51.933,58.502359376502554,49.062999999999974,0.1,1157.4,-1,60,8948,39379,5642
"-1 day, 23:59:59.867317",51.871,56.355089958465015,51.43700000000002,1.6197812145801553,1157.4,-1,64,8948,39379,5642
"-1 day, 23:59:59.853259",51.107,53.418903577595898,45.75899999999998,1.6159821969105959,1157.4,-1,74,8948,39379,5642
"-1 day, 23:59:59.837236",51.157,52.225436660553321,51.50699999999998,1.5406787787569669,0.0,-1,100,8948,39379,5642
"-1 day, 23:59:59.821398",51.177,51.6978348671364,51.31700000000002,2.0168308719514676,0.0,-1,128,8948,39379,5642
"-1 day, 23:59:59.807542",50.806,51.221213173252821,48.20899999999998,2.3335912209164147,0.0,-1,136,8948,39379,5642
"-1 day, 23:59:59.793533",50.462,50.828543202334124,48.054000000000045,2.7550083174425111,0.0,-1,176,8948,39379,5642
"-1 day, 23:59:59.777920",50.645,50.730624706621768,51.926,2.7508764499274765,0.0,-1,231,8948,39379,5642
"-1 day, 23:59:59.762248",50.787,50.757599168371428,51.78099999999997,3.0158542783883724,0.0,-1,256,8948,39379,5642
